Geographic Area Name,Estimate!!Percent below poverty level!!Population for whom poverty status is determined,Geographic Area Name_x,Area_Type,Tract_x,Plurality Race,Tract_y, !!Total:!!Population of one race:!!White alone_PROPORTION, !!Total:!!Population of one race:!!Black or African American alone_PROPORTION, !!Total:!!Population of one race:!!American Indian and Alaska Native alone_PROPORTION, !!Total:!!Population of one race:!!Asian alone_PROPORTION, !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone_PROPORTION, !!Total:!!Population of one race:!!Some Other Race alone_PROPORTION,FIPS Code 2020,California Census tracts,Number of people in state prison from each Census tract 2020,"Census population, 2020","Total population, 2020","Imprisonment rate per 100,000",Geographic Area Name_y,Estimate!!Total!!Population 16 years and over,Estimate!!Unemployment rate!!Population 16 years and over,Estimate!!Total!!Population 16 years and over!!AGE!!16 to 19 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency),Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
6506.03,7.5,6506.03,Urban,6506.03,White,6506.03,0.42674180327868855,0.0194672131147541,0.0007684426229508197,0.3865266393442623,0.004354508196721311,0.03790983606557377,6037650603,6506.03,9,"3,904","3,913",230,6506.03,3181,6.1,175,2005,62,166,643,1134
6506.04,14.5,6506.04,Urban,6506.04,Asian,6506.04,0.2790862404816717,0.06782362316274128,0.009208429254471401,0.40393129095094743,0.0014166814237648309,0.10784487338409775,6037650604,6506.04,11,"5,647","5,658",194,6506.04,5020,4.3,213,3868,180,996,694,1998
6506.05,3.6,6506.05,Urban,6506.05,Asian,6506.05,0.29436038514442914,0.05742778541953233,0.008253094910591471,0.4511691884456671,0.0068775790921595595,0.08321870701513068,6037650605,6506.05,3,"2,908","2,911",103,6506.05,2169,1.1,114,1646,106,170,369,1001
6506.06,10.3,6506.06,Urban,6506.06,Asian,6506.06,0.3342958685028876,0.06352732119058196,0.007330075521990226,0.4073745002221235,0.0019991115059973343,0.08374055975122167,6037650606,6506.06,6,"4,502","4,508",133,6506.06,3439,7.6,33,2404,86,272,402,1644
6506.07,1.5,6506.07,Urban,6506.07,Asian,6506.07,0.23470790378006873,0.08213058419243986,0.007560137457044674,0.5092783505154639,0.005498281786941581,0.05979381443298969,6037650607,6506.07,2,"2,910","2,912",69,6506.07,2117,7.2,83,1713,12,89,357,1255
6507.01,5.2,6507.01,Urban,6507.01,White,6507.01,0.44402132520944404,0.014470677837014471,0.0,0.38613861386138615,0.0011424219345011425,0.043031226199543034,6037650701,6507.01,7,"2,626","2,633",266,6507.01,2022,3.1,74,1298,22,120,379,777
6507.02,1.9,6507.02,Urban,6507.02,White,6507.02,0.5337314753373148,0.0092899800928998,0.0035390400353904005,0.26100420261004204,0.0017695200176952002,0.0373811103738111,6037650702,6507.02,11,"4,521","4,532",243,6507.02,3752,6.1,111,2600,24,262,607,1707
6508.01,5.8,6508.01,Urban,6508.01,Asian,6508.01,0.21182743577314592,0.02035870092098885,0.0024236548715462916,0.6667474551623849,0.002666020358700921,0.027872031022782354,6037650801,6508.01,9,"4,126","4,135",218,6508.01,3222,1.5,110,2323,27,364,280,1652
6508.02,9.0,6508.02,Urban,6508.02,Asian,6508.02,0.2250933103646282,0.024117140396210164,0.0037324145851277634,0.654320987654321,0.0011484352569623888,0.0203847258110824,6037650802,6508.02,4,"3,483","3,487",115,6508.02,2304,3.7,100,1566,0,94,287,1185
6509.01,10.5,6509.01,Urban,6509.01,White,6509.01,0.4226907630522088,0.051706827309236945,0.007362784471218206,0.1994645247657296,0.007362784471218206,0.14240294511378848,6037650901,6509.01,23,"5,976","5,999",383,6509.01,3988,5.6,159,2714,146,326,839,1403
6509.03,5.6,6509.03,Urban,6509.03,White,6509.03,0.35252278284063127,0.03378528561902645,0.00866859302067126,0.2740609024227606,0.008224049788841965,0.16892642809513225,6037650903,6509.03,13,"4,499","4,512",288,6509.03,3902,9.7,307,2795,146,524,869,1256
6509.04,5.7,6509.04,Urban,6509.04,Asian,6509.04,0.20014964459408904,0.02543958099513655,0.005985783763561541,0.5181444070332959,0.005985783763561541,0.12158623269734381,6037650904,6509.04,16,"2,673","2,689",595,6509.04,1887,0.0,38,1431,91,168,368,804
6510.01,5.4,6510.01,Urban,6510.01,White,6510.01,0.376904432132964,0.027008310249307478,0.009175900277008311,0.2773545706371191,0.004847645429362881,0.139196675900277,6037651001,6510.01,10,"5,776","5,786",173,6510.01,4308,4.0,281,2621,226,691,678,1026
6510.02,5.4,6510.02,Urban,6510.02,Asian,6510.02,0.34866062012233706,0.029951487028053152,0.004640371229698376,0.38599451592491035,0.0069605568445475635,0.09808057371862476,6037651002,6510.02,13,"4,741","4,754",273,6510.02,3797,1.4,137,2673,101,464,749,1359
6511.01,4.1,6511.01,Urban,6511.01,Asian,6511.01,0.3708910891089109,0.043168316831683165,0.004356435643564357,0.4198019801980198,0.001386138613861386,0.044356435643564354,6037651101,6511.01,6,"5,050","5,056",119,6511.01,3722,5.5,179,2395,56,289,708,1342
6511.02,5.5,6511.02,Urban,6511.02,White,6511.02,0.4053333333333333,0.03493333333333333,0.0064,0.39253333333333335,0.0021333333333333334,0.05653333333333333,6037651102,6511.02,8,"3,750","3,758",213,6511.02,3119,5.3,57,1923,31,297,618,977
6512.01,11.4,6512.01,Urban,6512.01,White,6512.01,0.6380229696472518,0.011279737489745693,0.0036915504511894994,0.184577522559475,0.0012305168170631665,0.02789171452009844,6037651201,6512.01,10,"4,876","4,886",205,6512.01,4017,4.4,219,2643,62,293,518,1770
6512.21,8.3,6512.21,Urban,6512.21,Asian,6512.21,0.3417350527549824,0.04044548651817116,0.0029308323563892145,0.4457796014067995,0.0029308323563892145,0.06066822977725674,6037651221,6512.21,8,"3,412","3,420",234,6512.21,2944,6.7,63,2253,49,178,648,1378
6512.22,3.5,6512.22,Urban,6512.22,White,6512.22,0.4187489792585334,0.02939735423811857,0.0032663726931242854,0.3604442266862649,0.004082965866405357,0.047852359954270784,6037651222,6512.22,14,"6,123","6,137",228,6512.22,4737,5.6,408,3548,106,457,1142,1843
6513.02,5.9,6513.02,Urban,6513.02,White,6513.02,0.6393968559512352,0.012832852101379532,0.002406159769008662,0.18591594481873597,0.0009624639076034649,0.029675970484440168,6037651302,6513.02,13,"6,234","6,247",208,6513.02,4681,7.5,246,3042,125,142,569,2206
6513.04,2.9,6513.04,Urban,6513.04,White,6513.04,0.7252857429316222,0.014638058953278524,0.005213555243633447,0.08662522558652497,0.00120312813314618,0.03489071586123922,6037651304,6513.04,4,"4,987","4,991",80,6513.04,4234,3.5,254,2983,86,350,748,1799
6514.01,9.6,6514.01,Urban,6514.01,White,6514.01,0.5218568665377176,0.030947775628626693,0.003481624758220503,0.2796905222437137,0.0015473887814313346,0.037524177949709865,6037651401,6514.01,6,"2,585","2,591",232,6514.01,2123,4.7,99,1183,51,197,410,525
6514.02,5.0,6514.02,Urban,6514.02,White,6514.02,0.42897538256819695,0.020958083832335328,0.0041583499667332,0.37890884896872923,0.003659347970725216,0.046573519627411845,6037651402,6514.02,12,"6,012","6,024",199,6514.02,4759,1.0,233,3238,22,405,869,1942
6700.01,6.4,6700.01,Urban,6700.01,White,6700.01,0.44776119402985076,0.025460930640913083,0.010242903131401814,0.17061750073163595,0.010828211881767632,0.17442200760901375,6037670001,6700.01,12,"3,417","3,429",350,6700.01,3037,2.0,268,1814,210,441,431,732
6700.02,12.3,6700.02,Urban,6700.02,White,6700.02,0.38684075780849975,0.03763440860215054,0.014848950332821301,0.16436251920122888,0.005376344086021506,0.23143881208397338,6037670002,6700.02,9,"3,906","3,915",230,6700.02,3281,3.3,184,2071,324,407,478,862
6700.03,6.0,6700.03,Urban,6700.03,White,6700.03,0.4551354859646276,0.03164043485315593,0.012656173941262372,0.1651792957975012,0.006003569690085997,0.165666071718319,6037670003,6700.03,17,"6,163","6,180",275,6700.03,4808,3.5,279,3377,343,549,1278,1207
6701.01,34.6,6701.01,Urban,6701.01,White,6701.01,0.3959929286977018,0.1585150265173836,0.010017678255745434,0.13170300530347673,0.007365939893930465,0.16205067766647024,6037670101,6701.01,13,"3,394","3,407",382,6701.01,2548,0.0,291,1406,119,492,252,543
6701.02,12.4,6701.02,Urban,6701.02,White,6701.02,0.3580796832467211,0.05988616679039842,0.011383320960158377,0.20638455827765403,0.008908685968819599,0.18609255134867608,6037670102,6701.02,10,"4,041","4,051",247,6701.02,2959,5.0,71,2114,392,353,507,862
6702.01,4.0,6702.01,Urban,6702.01,White,6702.01,0.6214814814814815,0.014567901234567901,0.0022222222222222222,0.21777777777777776,0.0014814814814814814,0.029382716049382716,6037670201,6702.01,11,"4,050","4,061",271,6702.01,2874,7.7,145,1697,21,96,334,1246
6702.02,1.3,6702.02,Urban,6702.02,White,6702.02,0.6165270373191165,0.006473724295506474,0.001904036557501904,0.2338156892612338,0.001904036557501904,0.024371667936024372,6037670202,6702.02,5,"2,626","2,631",190,6702.02,1758,3.3,97,1120,0,66,253,801
6703.24,3.8,6703.24,Urban,6703.24,White,6703.24,0.7313953488372092,0.007558139534883721,0.0025193798449612403,0.13934108527131783,0.0001937984496124031,0.015503875968992248,6037670324,6703.24,13,"5,160","5,173",251,6703.24,4316,3.1,133,2543,1,49,205,2288
6703.26,10.0,6703.26,Urban,6703.26,White,6703.26,0.5853592652620205,0.013776337115072933,0.0024311183144246355,0.2752566180443004,0.0002701242571582928,0.0189086980010805,6037670326,6703.26,6,"3,702","3,708",162,6703.26,2715,2.1,144,1491,26,104,228,1133
6703.28,4.1,6703.28,Urban,6703.28,White,6703.28,0.641917502787068,0.017837235228539576,0.002006688963210702,0.21962095875139354,0.0011148272017837235,0.012709030100334449,6037670328,6703.28,7,"4,485","4,492",156,6703.28,3617,0.9,348,2059,15,92,212,1740
6704.05,2.8,6704.05,Urban,6704.05,White,6704.05,0.4859655055799797,0.015894487656408524,0.0013527223537368955,0.4007439972945553,0.0,0.01758539059857964,6037670405,6704.05,2,"2,957","2,959",68,6704.05,2171,3.7,167,961,9,0,274,678
6704.06,3.1,6704.06,Urban,6704.06,Asian,6704.06,0.40118470651588584,0.015078082929456112,0.0005385029617662897,0.49165320409262253,0.0005385029617662897,0.008616047388260635,6037670406,6704.06,4,"1,857","1,861",215,6704.06,1284,3.9,43,826,0,39,198,589
6704.07,6.0,6704.07,Urban,6704.07,Asian,6704.07,0.3722306781667512,0.030272281413833924,0.0015220700152207,0.469643159140876,0.0008455944529003889,0.027059022492812446,6037670407,6704.07,6,"5,913","5,919",101,6704.07,4805,6.9,289,3063,62,243,501,2257
6704.13,3.2,6704.13,Urban,6704.13,White,6704.13,0.4387564766839378,0.027357512953367875,0.001450777202072539,0.41658031088082903,0.0008290155440414508,0.02155440414507772,6037670413,6704.13,8,"4,825","4,833",166,6704.13,3544,7.1,151,2244,23,68,247,1906
6704.16,7.1,6704.16,Urban,6704.16,White,6704.16,0.4634266077565047,0.03755522827687776,0.002700049091801669,0.37358861070201277,0.0019636720667648502,0.019882179675994108,6037670416,6704.16,9,"4,074","4,083",220,6704.16,3610,8.3,329,2046,67,188,459,1332
6704.17,3.4,6704.17,Urban,6704.17,White,6704.17,0.4581297976273552,0.01779483600837404,0.0024424284717376133,0.40788555478018146,0.0003489183531053733,0.0157013258897418,6037670417,6704.17,6,"2,866","2,872",209,6704.17,2229,3.1,206,1152,6,69,103,974
6704.18,0.8,6704.18,Urban,6704.18,White,6704.18,0.5367245067744236,0.010934157356786309,0.001188495364868077,0.3116234846684098,0.0028523888756833847,0.016876634181126695,6037670418,6704.18,6,"4,207","4,213",142,6704.18,3356,2.4,284,1970,25,98,390,1457
6705.0,2.6,6705.0,Urban,6705.0,White,6705.0,0.6595744680851063,0.013225991949396205,0.0017251293847038527,0.20471535365152385,0.0005750431282346176,0.01667625071880391,6037670500,6705.0,3,"1,739","1,742",172,6705.0,1206,5.6,90,606,0,34,143,429
6706.03,0.3,6706.03,Urban,6706.03,White,6706.03,0.4567307692307692,0.025106837606837608,0.0,0.3995726495726496,0.0,0.0202991452991453,6037670603,6706.03,3,"1,872","1,875",160,6706.03,1801,0.0,281,768,8,69,163,528
6706.04,5.2,6706.04,Urban,6706.04,White,6706.04,0.6327483196415236,0.02669902912621359,0.0024271844660194173,0.20164301717699776,0.0011202389843166542,0.02128454070201643,6037670604,6706.04,10,"5,356","5,366",186,6706.04,4172,1.2,180,2161,27,42,502,1590
6707.01,1.7,6707.01,Urban,6707.01,White,6707.01,0.5231453096259964,0.035561005518087066,0.006897608828939301,0.2161250766400981,0.0007664009809932557,0.055334150827713056,6037670701,6707.01,14,"6,524","6,538",214,6707.01,5402,4.9,230,3187,132,404,1052,1599
6707.02,2.3,6707.02,Urban,6707.02,White,6707.02,0.6439243924392439,0.021602160216021602,0.00576057605760576,0.17335733573357337,0.0009000900090009,0.0351035103510351,6037670702,6707.02,10,"5,555","5,565",180,6707.02,5071,3.2,465,2658,30,169,290,2169
7001.01,12.1,7001.01,Urban,7001.01,White,7001.01,0.7337942955920485,0.04822817631806396,0.0025929127052722557,0.05704407951598963,0.0010371650821089024,0.04857389801210026,6037700101,7001.01,12,"5,785","5,797",207,7001.01,4759,6.1,37,3553,23,148,1060,2322
7001.02,20.0,7001.02,Urban,7001.02,White,7001.02,0.697841726618705,0.044964028776978415,0.006969424460431655,0.07014388489208633,0.0011241007194244604,0.06272482014388489,6037700102,7001.02,12,"4,448","4,460",269,7001.02,4289,8.6,34,3029,162,452,722,1693
7002.0,10.6,7002.0,Urban,7002.0,White,7002.0,0.7370493789760678,0.03907906694940927,0.002726446531354135,0.05922447743108149,0.000757346258709482,0.0502877915783096,6037700200,7002.0,10,"6,602","6,612",151,7002.0,6943,4.1,0,5877,114,310,1860,3593
7003.0,9.9,7003.0,Urban,7003.0,White,7003.0,0.7554744525547445,0.030587417448731318,0.003997219325686479,0.06499826207855405,0.0008689607229753215,0.04518595759471672,6037700300,7003.0,15,"5,754","5,769",260,7003.0,5898,5.9,17,4655,199,518,1189,2749
7004.0,10.0,7004.0,Urban,7004.0,White,7004.0,0.745136186770428,0.038715953307393,0.0023346303501945525,0.06926070038910506,0.0015564202334630351,0.036575875486381325,6037700400,7004.0,11,"5,140","5,151",214,7004.0,4712,3.3,7,3615,64,336,739,2476
7005.01,9.5,7005.01,Urban,7005.01,White,7005.01,0.747350808700502,0.029838259899609594,0.003067484662576687,0.07027328499721137,0.0016731734523145567,0.046848856664807585,6037700501,7005.01,5,"3,586","3,591",139,7005.01,3427,7.8,0,2791,17,302,541,1931
7005.02,10.2,7005.02,Urban,7005.02,White,7005.02,0.7456100855470509,0.03444394416929311,0.002926609635299415,0.06978838361098605,0.0022512381809995496,0.04322377307519135,6037700502,7005.02,7,"4,442","4,449",157,7005.02,4114,8.7,0,3340,50,312,562,2416
7006.0,6.0,7006.0,Urban,7006.0,White,7006.0,0.8416136724960255,0.009340222575516694,0.000397456279809221,0.053060413354531,0.0005961844197138314,0.022456279809220984,6037700600,7006.0,7,"5,032","5,039",139,7006.0,4427,8.5,598,2460,119,161,505,1675
7007.0,4.2,7007.0,Urban,7007.0,White,7007.0,0.863066538090646,0.008678881388621022,0.0009643201542912247,0.052073288331726135,0.0006428801028608164,0.022179363548698167,6037700700,7007.0,10,"3,111","3,121",320,7007.0,2727,0.6,294,1499,82,152,311,954
7008.01,9.0,7008.01,Urban,7008.01,White,7008.01,0.7781825541388383,0.019226877150374418,0.0014167172637117992,0.08601497672535924,0.0010119409026512851,0.021048370775146732,6037700801,7008.01,8,"4,941","4,949",162,7008.01,3468,7.9,164,1730,53,302,365,1010
7008.02,12.6,7008.02,Urban,7008.02,White,7008.02,0.7553956834532374,0.022353545734840698,0.0010277492291880781,0.10945529290853032,0.0007708119218910585,0.02081192189105858,6037700802,7008.02,9,"3,892","3,901",231,7008.02,3955,14.0,89,2377,81,346,562,1388
7009.01,9.8,7009.01,Urban,7009.01,White,7009.01,0.7385451721460006,0.025110018120631634,0.0041418586590732595,0.11700750711881958,0.0,0.014755371472948486,6037700901,7009.01,6,"3,863","3,869",155,7009.01,3015,1.9,342,2030,23,285,302,1420
7009.02,10.3,7009.02,Urban,7009.02,White,7009.02,0.7226032616979119,0.03292181069958848,0.0009144947416552355,0.10852004267642128,0.0,0.03155006858710562,6037700902,7009.02,11,"6,561","6,572",167,7009.02,6245,5.8,201,4053,86,422,672,2873
7010.0,9.4,7010.0,Urban,7010.0,White,7010.0,0.7849462365591398,0.020939445387662705,0.0015091492171288435,0.0833804942463686,0.0,0.024146387474061497,6037701000,7010.0,9,"5,301","5,310",169,7010.0,4543,10.6,186,3176,66,189,794,2127
7012.01,3.2,7012.01,Urban,7012.01,White,7012.01,0.8025070955534531,0.004257332071901609,0.00023651844843897824,0.09602649006622517,0.0007095553453169347,0.0163197729422895,6037701201,7012.01,7,"4,228","4,235",165,7012.01,2982,7.5,133,1685,15,83,149,1438
7012.02,6.0,7012.02,Urban,7012.02,White,7012.02,0.7598627787307033,0.011435105774728416,0.002287021154945683,0.09548313321898227,0.0,0.017438536306460833,6037701202,7012.02,7,"3,498","3,505",200,7012.02,2982,7.2,42,2179,0,108,367,1704
7013.02,8.3,7013.02,Urban,7013.02,White,7013.02,0.7515653403352858,0.015754393051908705,0.0020197939810139365,0.08159967683296304,0.0016158351848111492,0.02807513633609372,6037701302,7013.02,5,"4,951","4,956",101,7013.02,4345,6.5,49,3435,19,114,467,2835
7013.04,5.9,7013.04,Urban,7013.04,White,7013.04,0.7753017641597029,0.013927576601671309,0.001392757660167131,0.08712472918601052,0.0017022593624264934,0.026307644692045808,6037701304,7013.04,10,"6,462","6,472",155,7013.04,5137,5.6,200,3396,67,47,631,2651
7014.02,15.6,7014.02,Urban,7014.02,White,7014.02,0.7579303972898059,0.022944256236526024,0.0029257776408992916,0.07776408992916538,0.000769941484447182,0.03942100400369572,6037701402,7014.02,12,"6,494","6,506",184,7014.02,5515,4.8,15,4006,212,141,637,3016
7015.01,7.7,7015.01,Urban,7015.01,White,7015.01,0.7469240961574862,0.02195722127579027,0.0009464319515426841,0.10070035964414159,0.0005678591709256105,0.03501798220707931,6037701501,7015.01,8,"5,283","5,291",151,7015.01,4505,4.9,46,3302,25,241,489,2547
7015.02,5.7,7015.02,Urban,7015.02,White,7015.02,0.6875852660300137,0.04747612551159618,0.0008185538881309686,0.10395634379263302,0.0030013642564802184,0.05102319236016371,6037701502,7015.02,7,"3,665","3,672",191,7015.02,3342,2.9,42,2435,32,94,313,1996
7016.01,2.1,7016.01,Urban,7016.01,White,7016.01,0.7437125748502994,0.00934131736526946,0.0019161676646706587,0.10970059880239522,0.000718562874251497,0.017964071856287425,6037701601,7016.01,7,"4,175","4,182",167,7016.01,3397,8.3,102,2229,42,86,572,1529
7016.02,9.4,7016.02,Urban,7016.02,White,7016.02,0.6310835629017447,0.03627180899908173,0.006198347107438017,0.12258953168044077,0.0009182736455463728,0.06703397612488522,6037701602,7016.02,10,"4,356","4,366",229,7016.02,3306,4.4,162,2360,201,141,451,1567
7017.01,12.1,7017.01,Urban,7017.01,White,7017.01,0.6206604572396275,0.037821055602596666,0.008185153824442563,0.11685012701100762,0.0014112334180073384,0.07931131809201242,6037701701,7017.01,9,"3,543","3,552",253,7017.01,2914,4.7,109,2136,1,83,546,1506
7017.02,18.0,7017.02,Urban,7017.02,White,7017.02,0.6100420926037282,0.07215874924834637,0.011124473842453398,0.09290438965724594,0.001503307276007216,0.08448586891160553,6037701702,7017.02,9,"3,326","3,335",270,7017.02,2828,6.3,74,2039,125,173,268,1473
7018.01,17.1,7018.01,Urban,7018.01,White,7018.01,0.40950945923321613,0.10966013728444668,0.017244265863050393,0.11786372007366483,0.0025113008538422904,0.18181818181818182,6037701801,7018.01,29,"5,973","6,002",483,7018.01,5757,9.4,441,3757,300,680,734,2043
7018.02,12.8,7018.02,Urban,7018.02,White,7018.02,0.4887092940337533,0.10815307820299501,0.01188495364868077,0.07844069408129309,0.002376990729736154,0.1447587354409318,6037701802,7018.02,11,"4,207","4,218",261,7018.02,4440,5.5,181,3196,465,685,716,1330
7019.02,21.1,7019.02,Urban,7019.02,White,7019.02,0.6173786053304126,0.10113179992698065,0.007119386637458927,0.10441767068273092,0.0009127418765972983,0.06060606060606061,6037701902,7019.02,19,"5,478","5,497",346,7019.02,4575,10.7,67,3246,163,77,622,2384
7020.02,8.1,7020.02,Urban,7020.02,White,7020.02,0.7079646017699115,0.046585406578727666,0.006011020203706796,0.06294873935548506,0.0008348639171814994,0.05576890966772416,6037702002,7020.02,11,"5,989","6,000",183,7020.02,5645,9.0,187,4144,144,262,743,2995
7021.02,10.1,7021.02,Urban,7021.02,White,7021.02,0.7591127656274236,0.025127966496044672,0.006979990693345742,0.05971769815418024,0.002481774468745153,0.03536528617961843,6037702102,7021.02,20,"6,447","6,467",309,7021.02,5390,6.8,89,4193,185,277,825,2906
7022.01,8.1,7022.01,Urban,7022.01,White,7022.01,0.6940782122905028,0.028379888268156423,0.006480446927374301,0.08402234636871508,0.000446927374301676,0.04268156424581006,6037702201,7022.01,10,"4,475","4,485",223,7022.01,3489,5.3,160,2298,54,91,582,1571
7022.02,7.6,7022.02,Urban,7022.02,White,7022.02,0.6984575835475578,0.02339331619537275,0.005912596401028277,0.08097686375321336,0.0012853470437017994,0.04061696658097686,6037702202,7022.02,10,"3,890","3,900",256,7022.02,3297,6.3,134,2381,20,159,190,2012
7023.0,9.2,7023.0,Urban,7023.0,White,7023.0,0.6460699681962744,0.03286384976525822,0.008783886112373164,0.10646675753445403,0.0010601241859760715,0.06254732697258822,6037702300,7023.0,14,"6,603","6,617",212,7023.0,5347,3.2,169,3918,245,325,779,2569
7024.0,5.5,7024.0,Urban,7024.0,White,7024.0,0.53068206115031,0.04939063502245029,0.010690613641223007,0.12272824460124011,0.005131494547787043,0.11075475732307034,6037702400,7024.0,13,"4,677","4,690",277,7024.0,3873,5.2,148,2924,127,242,881,1674
