Geographic Area Name,Estimate!!Percent below poverty level!!Population for whom poverty status is determined,Geographic Area Name_x,Area_Type,Tract_x,Plurality Race,Tract_y, !!Total:!!Population of one race:!!White alone_PROPORTION, !!Total:!!Population of one race:!!Black or African American alone_PROPORTION, !!Total:!!Population of one race:!!American Indian and Alaska Native alone_PROPORTION, !!Total:!!Population of one race:!!Asian alone_PROPORTION, !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone_PROPORTION, !!Total:!!Population of one race:!!Some Other Race alone_PROPORTION,FIPS Code 2020,California Census tracts,Number of people in state prison from each Census tract 2020,"Census population, 2020","Total population, 2020","Imprisonment rate per 100,000",Geographic Area Name_y,Estimate!!Total!!Population 16 years and over,Estimate!!Unemployment rate!!Population 16 years and over,Estimate!!Total!!Population 16 years and over!!AGE!!16 to 19 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency),Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher
6018.01,20.9,6018.01,Urban,6018.01,Some Other Race,6018.01,0.10600808781051416,0.04130560369728481,0.043327556325823226,0.010398613518197574,0.002021952628538417,0.5846331600231081,6037601801,6018.01,9,"3,462","3,471",259,6018.01,2192,3.7,111,1565,714,293,413,145
6018.02,9.2,6018.02,Urban,6018.02,Some Other Race,6018.02,0.13270020533880902,0.014887063655030801,0.03824435318275154,0.004106776180698152,0.003593429158110883,0.5893223819301848,6037601802,6018.02,11,"3,896","3,907",282,6018.02,2930,5.9,221,2103,884,510,490,219
6019.0,20.8,6019.0,Urban,6019.0,Some Other Race,6019.0,0.08131997642899234,0.11628363779218229,0.03378511098016107,0.010999803574936162,0.006874877234335101,0.617363975643292,6037601900,6019.0,30,"5,091","5,121",586,6019.0,3625,11.4,126,2594,765,900,721,208
6020.02,9.4,6020.02,Urban,6020.02,Some Other Race,6020.02,0.12537412703691386,0.12836714333222482,0.025939474559361488,0.04323245759893582,0.005320917858330562,0.4556035916195544,6037602002,6020.02,11,"3,007","3,018",364,6020.02,2358,2.7,180,1792,528,547,435,282
6020.03,8.1,6020.03,Urban,6020.03,Some Other Race,6020.03,0.10107165370876235,0.1285984450514814,0.03488127757932339,0.0073544862366043285,0.00903551166211389,0.5673460811094768,6037602003,6020.03,36,"4,759","4,795",751,6020.03,3267,8.2,188,2397,928,678,515,276
6021.03,28.6,6021.03,Urban,6021.03,Some Other Race,6021.03,0.11686625306593565,0.1705381618814024,0.03130861347568893,0.04313951810705526,0.011686625306593566,0.469629202135334,6037602103,6021.03,25,"6,931","6,956",359,6021.03,4173,9.9,344,2711,737,699,755,520
6021.04,20.0,6021.04,Urban,6021.04,Some Other Race,6021.04,0.11099079588521928,0.23190759790651508,0.017866811044937737,0.04674246525897852,0.009745533297238766,0.38855802201768636,6037602104,6021.04,24,"5,541","5,565",431,6021.04,4312,8.5,201,3361,926,1186,909,340
6021.05,17.1,6021.05,Urban,6021.05,Some Other Race,6021.05,0.12296606229660623,0.18642491864249186,0.0299860529986053,0.04160855416085542,0.0048814504881450485,0.4314272431427243,6037602105,6021.05,21,"4,302","4,323",486,6021.05,2938,7.2,72,2306,511,709,538,548
6021.06,14.7,6021.06,Urban,6021.06,Some Other Race,6021.06,0.19093623748463026,0.17741085543650095,0.0187950114175303,0.08975935359213069,0.005620937994027754,0.34884946425434743,6037602106,6021.06,28,"5,693","5,721",489,6021.06,4977,2.4,303,3477,563,907,1211,796
6022.01,5.8,6022.01,Urban,6022.01,White,6022.01,0.41673989455184535,0.06920035149384886,0.008787346221441126,0.13005272407732865,0.010984182776801407,0.15289982425307558,6037602201,6022.01,12,"4,552","4,564",263,6022.01,3324,1.5,206,2572,206,262,695,1409
6022.02,11.1,6022.02,Urban,6022.02,Some Other Race,6022.02,0.17287917737789202,0.13046272493573266,0.03598971722365039,0.09029562982005142,0.008997429305912597,0.3582904884318766,6037602202,6022.02,13,"3,112","3,125",416,6022.02,2431,4.7,127,1857,425,187,751,494
6023.01,6.5,6023.01,Urban,6023.01,White,6023.01,0.33726567550096964,0.04023917259211377,0.020361990950226245,0.08160956690368455,0.011473820297349708,0.27601809954751133,6037602301,6023.01,22,"6,188","6,210",354,6023.01,5242,6.1,281,3529,469,783,954,1323
6023.02,4.8,6023.02,Urban,6023.02,White,6023.02,0.5566037735849056,0.033584905660377355,0.003962264150943396,0.1890566037735849,0.0035849056603773585,0.04490566037735849,6037602302,6023.02,9,"5,300","5,309",170,6023.02,3375,7.5,60,2660,86,155,517,1902
6024.02,5.5,6024.02,Urban,6024.02,Some Other Race,6024.02,0.2469172049324721,0.09424544920728127,0.01570757486788021,0.08749266001174398,0.010275983558426306,0.3571638285378743,6037602402,6024.02,27,"6,812","6,839",395,6024.02,5329,4.4,689,3531,791,623,1178,939
6024.03,14.2,6024.03,Urban,6024.03,Some Other Race,6024.03,0.14675174013921113,0.168600154679041,0.026875483372003094,0.08662026295436968,0.011020881670533642,0.40641918020108275,6037602403,6024.03,21,"5,172","5,193",404,6024.03,3662,8.6,167,2683,467,767,832,617
6024.04,24.9,6024.04,Urban,6024.04,Some Other Race,6024.04,0.161593707250342,0.15783173734610123,0.02188782489740082,0.08601231190150478,0.01744186046511628,0.3852599179206566,6037602404,6024.04,22,"5,848","5,870",375,6024.04,4126,15.3,345,3145,976,546,905,718
6025.04,20.5,6025.04,Urban,6025.04,Black or African American,6025.04,0.0747323340471092,0.36102783725910065,0.02676659528907923,0.09914346895074946,0.0029978586723768737,0.3141327623126338,6037602504,6025.04,30,"4,670","4,700",638,6025.04,3818,5.4,292,2795,734,627,843,591
6025.05,26.4,6025.05,Urban,6025.05,Some Other Race,6025.05,0.1081996837587531,0.28823130788344253,0.018522701603794895,0.04608086740456291,0.0020329794443189517,0.40388524960469846,6037602505,6025.05,32,"4,427","4,459",718,6025.05,2937,7.8,207,2343,591,554,633,565
6025.06,14.2,6025.06,Urban,6025.06,Black or African American,6025.06,0.0950553172273651,0.4249266200045157,0.012643937683449989,0.056220365771054416,0.006773538044705351,0.2914879205238203,6037602506,6025.06,30,"4,429","4,459",673,6025.06,3053,6.3,178,2400,458,522,905,515
6025.07,11.0,6025.07,Urban,6025.07,Black or African American,6025.07,0.07498590490509303,0.5040405938733321,0.014658898703251268,0.052057883856417964,0.006577710956587108,0.2493892125540312,6037602507,6025.07,27,"5,321","5,348",505,6025.07,3849,5.5,166,2893,514,797,897,685
6025.1,24.8,6025.1,Urban,6025.1,Some Other Race,6025.1,0.11652421652421652,0.24273504273504273,0.015384615384615385,0.062393162393162394,0.0150997150997151,0.407977207977208,6037602510,6025.1,13,"3,510","3,523",369,6025.1,2447,5.8,268,1746,397,614,393,342
6025.11,12.6,6025.11,Urban,6025.11,Black or African American,6025.11,0.08578567462520821,0.40227651304830647,0.019711271515824542,0.04580788450860633,0.003609106052193226,0.32926152137701276,6037602511,6025.11,32,"3,602","3,634",881,6025.11,3122,2.6,260,2243,556,744,745,198
6025.12,13.1,6025.12,Urban,6025.12,Some Other Race,6025.12,0.128992628992629,0.036036036036036036,0.015151515151515152,0.14045864045864045,0.01638001638001638,0.5298935298935299,6037602512,6025.12,8,"2,442","2,450",327,6025.12,1922,2.0,73,1475,511,273,527,164
6025.13,35.9,6025.13,Urban,6025.13,Some Other Race,6025.13,0.08679245283018867,0.33773584905660375,0.013207547169811321,0.024528301886792454,0.010691823899371069,0.3987421383647799,6037602513,6025.13,12,"1,590","1,602",749,6025.13,1341,5.0,153,955,260,119,386,190
6026.01,8.2,6026.01,Urban,6026.01,Black or African American,6026.01,0.056020066889632104,0.659489966555184,0.005225752508361204,0.050585284280936456,0.004807692307692308,0.13795986622073578,6037602601,6026.01,31,"4,784","4,815",644,6026.01,3938,0.1,42,2841,235,583,1075,948
6026.02,10.1,6026.02,Urban,6026.02,Black or African American,6026.02,0.06349206349206349,0.5971847858640311,0.006289308176100629,0.0637915543575921,0.005390835579514825,0.19137466307277629,6037602602,6026.02,28,"3,339","3,367",832,6026.02,2372,3.8,124,1458,92,572,622,172
6027.0,9.7,6027.0,Urban,6027.0,Black or African American,6027.0,0.061513336962438755,0.6453456722917801,0.005443658138268917,0.061785519869352205,0.005715841045182362,0.13527490473598258,6037602700,6027.0,24,"3,674","3,698",649,6027.0,2918,7.8,274,1816,194,465,656,501
6028.01,23.9,6028.01,Urban,6028.01,Some Other Race,6028.01,0.07082669095877932,0.3671145524937372,0.020951947164654976,0.029833750854019587,0.002732862673650649,0.40059212024595764,6037602801,6028.01,41,"4,391","4,432",925,6028.01,2664,8.8,268,1900,745,582,360,213
6028.02,3.5,6028.02,Urban,6028.02,Black or African American,6028.02,0.04146620847651775,0.5608247422680412,0.01443298969072165,0.014662084765177549,0.005269186712485682,0.26620847651775487,6037602802,6028.02,38,"4,365","4,403",863,6028.02,4101,14.5,164,2805,345,642,1234,584
6029.0,18.3,6029.0,Urban,6029.0,Some Other Race,6029.0,0.09294199860237597,0.15443745632424877,0.03261122757978104,0.06266014442115071,0.00791986955508968,0.5266713254134637,6037602900,6029.0,29,"4,293","4,322",671,6029.0,3445,5.1,367,2376,683,663,721,309
6030.04,7.6,6030.04,Urban,6030.04,Asian,6030.04,0.09479956663055254,0.2161430119176598,0.008125677139761646,0.2963163596966414,0.0065005417118093175,0.28494041170097506,6037603004,6030.04,9,"1,846","1,855",485,6030.04,1542,5.4,135,980,167,284,314,215
6030.05,12.6,6030.05,Urban,6030.05,Some Other Race,6030.05,0.08742004264392324,0.27345415778251597,0.009417199715707179,0.16204690831556504,0.006574271499644634,0.35270078180525943,6037603005,6030.05,33,"5,628","5,661",583,6030.05,4982,3.4,276,3925,622,947,1547,809
6030.06,5.2,6030.06,Urban,6030.06,Asian,6030.06,0.11355633802816902,0.10651408450704225,0.007482394366197183,0.47007042253521125,0.005721830985915493,0.19630281690140844,6037603006,6030.06,11,"2,272","2,283",482,6030.06,1433,2.3,17,1019,44,221,396,358
6030.07,29.3,6030.07,Urban,6030.07,Some Other Race,6030.07,0.0875,0.2946078431372549,0.013725490196078431,0.19509803921568628,0.009068627450980393,0.30514705882352944,6037603007,6030.07,27,"4,080","4,107",657,6030.07,2931,1.1,91,2105,301,597,747,460
6030.08,8.7,6030.08,Urban,6030.08,Some Other Race,6030.08,0.09478970495919649,0.2222222222222222,0.01349654739485248,0.20841180163214063,0.010043942247332079,0.3352165725047081,6037603008,6030.08,18,"3,186","3,204",562,6030.08,2664,4.1,191,1602,378,361,620,243
6031.01,18.9,6031.01,Urban,6031.01,Asian,6031.01,0.13264388489208634,0.1755845323741007,0.015737410071942445,0.2837230215827338,0.011016187050359711,0.2704586330935252,6037603101,6031.01,17,"4,448","4,465",381,6031.01,3863,3.7,229,2577,407,566,775,829
6031.02,15.2,6031.02,Urban,6031.02,Asian,6031.02,0.11452652454139811,0.12270699058006941,0.014625681705503223,0.3520079325731284,0.005205751115518097,0.2602875557759048,6037603102,6031.02,12,"4,034","4,046",297,6031.02,2849,4.7,104,1973,363,459,550,601
6032.0,10.3,6032.0,Urban,6032.0,Asian,6032.0,0.13723038449515473,0.09878086902156924,0.006877149109096593,0.46702094404501404,0.0053141606752110035,0.15629884338855893,6037603200,6032.0,4,"3,199","3,203",125,6032.0,2901,1.2,57,1747,28,482,485,752
6033.01,14.2,6033.01,Urban,6033.01,Asian,6033.01,0.13030148185998977,0.07281553398058252,0.008686765457332652,0.5007664793050588,0.007664793050587634,0.16683699540112418,6037603301,6033.01,6,"3,914","3,920",153,6033.01,2928,5.8,81,2030,264,417,724,625
6033.02,16.8,6033.02,Urban,6033.02,Asian,6033.02,0.11876964526268523,0.0673551863493489,0.013022002694207453,0.4337674000898069,0.00673551863493489,0.2202514593623709,6037603302,6033.02,13,"4,454","4,467",291,6033.02,3461,5.3,137,2183,348,412,650,773
6034.0,5.3,6034.0,Urban,6034.0,Asian,6034.0,0.1458703374777975,0.12966252220248667,0.016651865008880995,0.27819715808170514,0.0026642984014209592,0.26243339253996445,6037603400,6034.0,14,"4,504","4,518",310,6034.0,3205,5.8,156,1962,338,338,455,831
6035.0,5.2,6035.0,Urban,6035.0,Asian,6035.0,0.20499513460914692,0.10509244242620824,0.015893610120012974,0.2773272786247162,0.006162828413882582,0.24002594875121636,6037603500,6035.0,7,"3,083","3,090",227,6035.0,2506,4.4,181,1668,307,301,576,484
6036.0,13.4,6036.0,Urban,6036.0,Asian,6036.0,0.2528387585162756,0.07645722937168811,0.003785011355034065,0.32298763562957356,0.007317688619732526,0.17587686096391622,6037603600,6036.0,10,"3,963","3,973",252,6036.0,3583,2.6,69,2570,474,505,889,702
6037.02,5.8,6037.02,Urban,6037.02,White,6037.02,0.3400761065491688,0.04786701381934708,0.015021029441217705,0.23993591027438413,0.0038053274584418186,0.1696374924894853,6037603702,6037.02,10,"4,993","5,003",200,6037.02,4179,5.4,220,2391,346,416,717,912
6037.03,4.3,6037.03,Urban,6037.03,White,6037.03,0.3083203732503888,0.06531881804043546,0.017107309486780714,0.1749611197511664,0.017107309486780714,0.223950233281493,6037603703,6037.03,11,"2,572","2,583",426,6037.03,1958,1.7,169,1298,135,244,444,475
6037.05,6.0,6037.05,Urban,6037.05,Black or African American,6037.05,0.10312862108922363,0.43607570490536884,0.009656237929702587,0.08497489378138277,0.0034762456546929316,0.23561220548474315,6037603705,6037.05,10,"2,589","2,599",385,6037.05,2167,11.7,101,1627,118,421,695,393
6037.06,28.8,6037.06,Urban,6037.06,Some Other Race,6037.06,0.10789183222958057,0.20722958057395144,0.032560706401766004,0.06650110375275939,0.0033112582781456954,0.46909492273730685,6037603706,6037.06,18,"3,624","3,642",494,6037.06,2559,2.2,328,1800,965,202,356,277
6038.01,14.4,6038.01,Urban,6038.01,Some Other Race,6038.01,0.16198704103671707,0.183585313174946,0.025485961123110152,0.116414686825054,0.007127429805615551,0.3645788336933045,6037603801,6038.01,21,"4,630","4,651",452,6038.01,4052,8.2,249,2998,661,582,1143,612
6038.02,11.8,6038.02,Urban,6038.02,Some Other Race,6038.02,0.17348234696469392,0.07188214376428753,0.02286004572009144,0.1615443230886462,0.003556007112014224,0.4109728219456439,6037603802,6038.02,15,"3,937","3,952",380,6038.02,3131,3.4,126,2184,437,547,667,533
6039.01,13.3,6039.01,Urban,6039.01,Some Other Race,6039.01,0.23972090705208074,0.08123598305507101,0.01968602043359083,0.08945925741340643,0.0049838026414154,0.3680538250685273,6037603901,6039.01,14,"4,013","4,027",348,6039.01,2947,2.4,94,1999,407,482,596,514
6039.02,13.3,6039.02,Urban,6039.02,Some Other Race,6039.02,0.19343065693430658,0.06873479318734793,0.030717761557177616,0.11344282238442822,0.0018248175182481751,0.4075425790754258,6037603902,6039.02,15,"3,288","3,303",454,6039.02,2715,10.0,155,1965,632,634,442,257
6040.01,9.1,6040.01,Urban,6040.01,Some Other Race,6040.01,0.23154916293327046,0.062013676019806646,0.026173072388587598,0.0785192171657628,0.014147606696533836,0.4053289318556944,6037604001,6040.01,15,"4,241","4,256",352,6040.01,4112,12.0,261,3065,1034,861,665,505
6040.02,12.9,6040.02,Urban,6040.02,Some Other Race,6040.02,0.2749331688258277,0.060867777092329836,0.030228254164096236,0.10055521283158544,0.005757762697923093,0.35122352457330863,6037604002,6040.02,16,"4,863","4,879",328,6040.02,3458,7.0,217,2594,655,553,688,698
6041.01,9.6,6041.01,Urban,6041.01,Some Other Race,6041.01,0.17845456833626983,0.0745028945381324,0.023156305059149257,0.07223760382582431,0.006544173168890007,0.4588472187264032,6037604101,6041.01,17,"3,973","3,990",426,6041.01,3339,8.8,226,2424,638,668,700,418
6041.02,12.4,6041.02,Urban,6041.02,Some Other Race,6041.02,0.24388539482879107,0.054157931516422085,0.025506638714185886,0.1013277428371768,0.003843466107617051,0.3895877009084556,6037604102,6041.02,10,"2,862","2,872",348,6041.02,2102,0.9,136,1633,366,442,413,412
6042.0,12.3,6042.0,Urban,6042.0,Some Other Race,6042.0,0.08313349320543566,0.2864908073541167,0.04188649080735412,0.010871302957633893,0.01167066346922462,0.4235011990407674,6037604200,6042.0,21,"6,255","6,276",335,6042.0,4748,7.1,421,3250,791,951,935,573
6099.0,17.2,6099.0,Urban,6099.0,White,6099.0,0.40299334811529935,0.05709534368070954,0.036585365853658534,0.061529933481152994,0.004988913525498891,0.2633037694013304,6037609900,6099.0,15,"1,804","1,819",825,6099.0,1655,5.5,35,1018,158,248,309,303
6200.01,3.6,6200.01,Urban,6200.01,White,6200.01,0.6550012410027302,0.021593447505584513,0.005460412012906428,0.1144204517249938,0.006453214197071234,0.05311491685281708,6037620001,6200.01,28,"4,029","4,057",690,6200.01,3271,4.6,122,2464,45,341,700,1378
6200.02,6.9,6200.02,Urban,6200.02,White,6200.02,0.6332322953981813,0.031964728575365114,0.009920088178561588,0.12289887021217967,0.0038578120694406173,0.052907136952328467,6037620002,6200.02,13,"3,629","3,642",357,6200.02,2841,7.7,248,2123,51,157,681,1234
6201.01,3.0,6201.01,Urban,6201.01,White,6201.01,0.6652549850008823,0.02099876477854244,0.005293806246691371,0.10358214222692783,0.0017646020822304571,0.0451738133050997,6037620101,6201.01,21,"5,667","5,688",369,6201.01,4209,7.9,174,2991,104,327,898,1662
6201.02,7.9,6201.02,Urban,6201.02,White,6201.02,0.6826254826254826,0.019562419562419563,0.005920205920205921,0.08648648648648649,0.003088803088803089,0.04581724581724582,6037620102,6201.02,12,"3,885","3,897",308,6201.02,2986,5.9,84,2399,49,182,685,1483
6202.01,8.9,6202.01,Urban,6202.01,White,6202.01,0.7787096774193548,0.01096774193548387,0.0064516129032258064,0.06903225806451613,0.0012903225806451613,0.03483870967741935,6037620201,6202.01,7,"1,550","1,557",450,6202.01,1402,2.9,22,1188,0,8,115,1065
6203.01,0.5,6203.01,Urban,6203.01,White,6203.01,0.7698295813170629,0.006522196507468967,0.0008415737428992215,0.08289501367557332,0.0006311803071744162,0.010098884914790659,6037620301,6203.01,21,"4,753","4,774",440,6203.01,3258,2.7,350,2099,10,125,354,1610
6203.03,4.5,6203.03,Urban,6203.03,White,6203.03,0.7653061224489796,0.00744047619047619,0.001488095238095238,0.09672619047619048,0.0012755102040816326,0.01594387755102041,6037620303,6203.03,33,"4,704","4,737",697,6203.03,3522,6.1,230,2409,1,195,317,1896
6203.05,2.3,6203.05,Urban,6203.05,White,6203.05,0.8032384690873405,0.007523716061498201,0.0013084723585214263,0.056754988550866865,0.0009813542688910696,0.017500817795224076,6037620305,6203.05,20,"6,114","6,134",326,6203.05,4472,6.2,221,3340,0,219,579,2542
6204.0,1.2,6204.0,Urban,6204.0,White,6204.0,0.6759328358208955,0.013992537313432836,0.002238805970149254,0.16324626865671643,0.0009328358208955224,0.028917910447761194,6037620400,6204.0,37,"5,360","5,397",686,6204.0,4046,8.5,208,2754,0,47,299,2408
6205.01,6.6,6205.01,Urban,6205.01,White,6205.01,0.6123401313515382,0.020739716557207053,0.003629450397511234,0.17646042170757,0.004666436225371586,0.04303491185620463,6037620501,6205.01,6,"5,786","5,792",104,6205.01,4382,3.1,233,3313,133,412,885,1883
6205.21,5.6,6205.21,Urban,6205.21,White,6205.21,0.4943194991884999,0.05726872246696035,0.0067238581034083,0.1759795965685138,0.004173429167632739,0.08601901228843033,6037620521,6205.21,11,"4,313","4,324",254,6205.21,3236,3.1,97,2633,147,353,678,1455
6205.22,5.3,6205.22,Urban,6205.22,White,6205.22,0.5651144435674822,0.03196527229676401,0.001973164956590371,0.18330702446724545,0.0027624309392265192,0.05130228887134965,6037620522,6205.22,11,"5,068","5,079",217,6205.22,3668,1.0,155,2769,81,208,750,1730
6206.01,3.3,6206.01,Urban,6206.01,White,6206.01,0.5109899471800988,0.044982109388311466,0.0068154711194411315,0.19202589879025386,0.0034077355597205657,0.08587493610495825,6037620601,6206.01,10,"5,869","5,879",170,6206.01,3853,8.6,129,3047,176,324,881,1666
6206.02,2.6,6206.02,Urban,6206.02,White,6206.02,0.5652731939860652,0.015768243491015767,0.005133846718005134,0.16685001833516686,0.004033736707004034,0.06453978731206454,6037620602,6206.02,12,"5,454","5,466",220,6206.02,4408,5.7,202,3260,86,388,913,1873
6207.01,3.2,6207.01,Urban,6207.01,White,6207.01,0.6109283364325562,0.034615934773279934,0.00657988842797883,0.14676012015448434,0.0018595336861679302,0.048490916893148335,6037620701,6207.01,13,"6,991","7,004",186,6207.01,5820,2.7,260,4283,82,561,730,2910
6207.03,2.3,6207.03,Urban,6207.03,White,6207.03,0.6298417894162575,0.015275504637206765,0.005455537370430988,0.15384615384615385,0.002727768685215494,0.041462084015275506,6037620703,6207.03,5,"3,666","3,671",136,6207.03,2475,1.5,102,1902,6,102,481,1313
6207.04,3.6,6207.04,Urban,6207.04,White,6207.04,0.6058492084786692,0.019855111349610946,0.006707807888382077,0.16045076469009928,0.004561309364099812,0.04534478132546284,6037620704,6207.04,8,"3,727","3,735",214,6207.04,2541,3.8,110,2016,8,183,358,1467
6208.01,5.3,6208.01,Urban,6208.01,White,6208.01,0.6104757548032936,0.01120768526989936,0.0027447392497712718,0.2282708142726441,0.0020585544373284536,0.021043000914913082,6037620801,6208.01,14,"4,372","4,386",319,6208.01,3372,8.7,531,2057,124,35,286,1612
6208.02,2.2,6208.02,Urban,6208.02,White,6208.02,0.6725274725274726,0.010675039246467817,0.0,0.15416012558869702,0.0,0.02291993720565149,6037620802,6208.02,7,"3,185","3,192",219,6208.02,2609,0.0,25,2156,31,165,284,1676
6209.01,3.6,6209.01,Urban,6209.01,White,6209.01,0.7502841985600607,0.00909435392194013,0.0007578628268283441,0.0962485790071997,0.00037893141341417203,0.02008336491095112,6037620901,6209.01,12,"2,639","2,651",453,6209.01,2248,0.5,154,1401,20,8,136,1237
6209.04,4.9,6209.04,Urban,6209.04,White,6209.04,0.8306822198656769,0.007423117709437964,0.0003534817956875221,0.04383174266525274,0.0007069635913750442,0.014492753623188406,6037620904,6209.04,12,"2,829","2,841",422,6209.04,1989,5.2,62,1448,0,33,182,1233
6210.01,3.2,6210.01,Urban,6210.01,White,6210.01,0.7374597330878969,0.014265991716520939,0.0020708697653014268,0.08766682006442705,0.0020708697653014268,0.026000920386562355,6037621001,6210.01,13,"4,346","4,359",298,6210.01,3659,5.3,193,2619,21,191,355,2052
6210.05,3.7,6210.05,Urban,6210.05,White,6210.05,0.824229313142239,0.006129439336578331,0.0034252749233820083,0.04326663061114116,0.0009013881377321074,0.02199387056066342,6037621005,6210.05,20,"5,547","5,567",359,6210.05,4100,2.8,58,2993,62,226,348,2357
6211.02,3.9,6211.02,Urban,6211.02,White,6211.02,0.7281075762545097,0.00754345687110528,0.0032797638570022957,0.07805837979665464,0.00032797638570022957,0.02394227615611676,6037621102,6211.02,2,"3,049","3,051",66,6211.02,2647,5.9,123,2006,20,112,392,1482
6211.04,5.4,6211.04,Urban,6211.04,White,6211.04,0.7543471853816681,0.012673150604185087,0.003094606542882405,0.0798703212496316,0.001031535514294135,0.027114647804302977,6037621104,6211.04,26,"6,786","6,812",382,6211.04,5634,3.1,51,4865,142,175,503,4045
6212.01,4.3,6212.01,Urban,6212.01,White,6212.01,0.6845865116842232,0.0485530935948662,0.012713403559752997,0.0854825039351011,0.003148080881462647,0.04298341203535537,6037621201,6212.01,14,"8,259","8,273",169,6212.01,5319,4.3,225,3959,70,328,730,2831
6212.04,3.9,6212.04,Urban,6212.04,White,6212.04,0.6951768488745981,0.0360128617363344,0.00482315112540193,0.12122186495176848,0.0012861736334405145,0.04855305466237942,6037621204,6212.04,5,"3,110","3,115",161,6212.04,2613,0.5,38,1873,49,98,278,1448
6213.01,4.6,6213.01,Urban,6213.01,White,6213.01,0.6433959676313263,0.027019613221780276,0.005074749691400357,0.13948703881497737,0.000822932382389247,0.04265532848717597,6037621301,6213.01,12,"7,291","7,303",164,6213.01,5185,5.4,252,3892,10,300,1036,2546
6213.24,2.8,6213.24,Urban,6213.24,White,6213.24,0.6832943621719927,0.028838659392049885,0.004936347103143674,0.10937905949597299,0.002598077422707197,0.041829046505585867,6037621324,6213.24,9,"3,849","3,858",233,6213.24,3123,3.9,68,2398,129,114,468,1687
6213.26,4.6,6213.26,Urban,6213.26,White,6213.26,0.7126642771804063,0.026284348864994027,0.0035842293906810036,0.0937873357228196,0.0023894862604540022,0.03793309438470729,6037621326,6213.26,18,"3,348","3,366",535,6213.26,2878,2.1,97,2153,44,160,486,1463
6214.0,3.1,6214.0,Urban,6214.0,White,6214.0,0.7050567595459236,0.014447884416924664,0.002889576883384933,0.10072239422084624,0.0014447884416924665,0.0369453044375645,6037621400,6214.0,38,"4,845","4,883",778,6214.0,3491,1.0,162,2449,54,169,559,1667
6500.01,15.9,6500.01,Urban,6500.01,Asian,6500.01,0.2317596566523605,0.030386266094420602,0.008755364806866953,0.4906437768240343,0.005493562231759657,0.1072961373390558,6037650001,6500.01,13,"5,825","5,838",223,6500.01,4609,3.7,200,2998,111,449,945,1493
6500.03,10.6,6500.03,Urban,6500.03,Asian,6500.03,0.26073524868705594,0.10040160642570281,0.007723200494284831,0.31078158789002164,0.004324992276799506,0.1516836577077541,6037650003,6500.03,7,"3,237","3,244",216,6500.03,2537,13.0,41,1731,152,477,466,636
6500.04,6.9,6500.04,Urban,6500.04,Asian,6500.04,0.2684185828249648,0.08869075551384327,0.006335053965274519,0.3770530267480056,0.01055842327545753,0.11262318160488034,6037650004,6500.04,8,"4,262","4,270",187,6500.04,3551,5.5,195,2514,242,299,891,1082
6501.01,5.6,6501.01,Urban,6501.01,Asian,6501.01,0.20603015075376885,0.018540980765898458,0.0067579275688788775,0.5248657078495927,0.006064806792583608,0.09530410674059955,6037650101,6501.01,9,"5,771","5,780",156,6501.01,4780,5.9,201,3252,146,315,1102,1689
6501.02,5.7,6501.02,Urban,6501.02,White,6501.02,0.3620137299771167,0.037528604118993135,0.007780320366132723,0.32906178489702514,0.005949656750572082,0.09610983981693363,6037650102,6501.02,2,"2,185","2,187",91,6501.02,1835,6.4,126,1197,60,162,387,588
6502.0,6.0,6502.0,Urban,6502.0,White,6502.0,0.3867261190190362,0.03172697650488767,0.008231864174241125,0.29531812725090034,0.007545875493054364,0.10101183330475047,6037650200,6502.0,13,"5,831","5,844",222,6502.0,4649,3.6,342,3079,266,599,919,1295
6503.0,7.9,6503.0,Urban,6503.0,White,6503.0,0.35053638735865467,0.0418962017976225,0.005943751812119455,0.31762829805740794,0.004494056248187881,0.12032473180632067,6037650300,6503.0,17,"6,898","6,915",246,6503.0,5689,5.5,187,3981,213,516,1000,2252
6504.01,3.0,6504.01,Urban,6504.01,White,6504.01,0.42696629213483145,0.019325842696629212,0.0035955056179775282,0.341123595505618,0.004943820224719101,0.06696629213483146,6037650401,6504.01,19,"4,450","4,469",425,6504.01,3744,5.1,203,2737,108,388,648,1593
6505.01,0.5,6505.01,Urban,6505.01,White,6505.01,0.49537037037037035,0.01025132275132275,0.002976190476190476,0.3029100529100529,0.001984126984126984,0.03935185185185185,6037650501,6505.01,8,"3,024","3,032",264,6505.01,2228,0.0,92,1431,83,178,297,873
6505.02,6.0,6505.02,Urban,6505.02,White,6505.02,0.5124413145539906,0.019014084507042252,0.0032863849765258214,0.2924882629107981,0.003051643192488263,0.04084507042253521,6037650502,6505.02,4,"4,260","4,264",94,6505.02,3605,1.8,159,2384,49,260,720,1355
