Plurality Race,Tract Number
Some Other Race,5362.02
Some Other Race,5400.0
Some Other Race,5401.01
Some Other Race,5401.02
Some Other Race,5402.01
Some Other Race,5402.02
Some Other Race,5402.03
Some Other Race,5403.0
Some Other Race,5404.0
Some Other Race,5405.01
Some Other Race,5405.02
Some Other Race,5406.0
Some Other Race,5407.0
Black or African American,5408.0
Some Other Race,5409.01
Black or African American,5409.02
Black or African American,5410.03
Some Other Race,5411.0
Black or African American,5412.0
Some Other Race,5413.0
Some Other Race,5414.01
Some Other Race,5414.02
Some Other Race,5415.0
Some Other Race,5416.03
Some Other Race,5416.04
Some Other Race,5416.05
Some Other Race,5416.06
Some Other Race,5417.0
Some Other Race,5418.01
Some Other Race,5418.02
Some Other Race,5420.0
Some Other Race,5421.03
Some Other Race,5421.04
Some Other Race,5421.05
Some Other Race,5421.06
Some Other Race,5422.0
Some Other Race,5424.01
Some Other Race,5424.02
Black or African American,5425.01
Some Other Race,5425.02
Some Other Race,5426.01
Some Other Race,5426.02
Some Other Race,5427.0
Black or African American,5428.0
Some Other Race,5429.0
Black or African American,5430.0
Some Other Race,5431.0
Some Other Race,5432.01
Some Other Race,5432.03
Black or African American,5433.04
Black or African American,5433.05
Asian,5433.06
Black or African American,5433.21
Black or African American,5433.22
Some Other Race,5434.0
Asian,5435.01
Some Other Race,5435.02
Asian,5435.03
Asian,5436.01
Asian,5436.03
Asian,5436.05
Asian,5436.06
Asian,5436.07
Asian,5437.01
Some Other Race,5437.03
Some Other Race,5437.04
Asian,5437.05
Asian,5438.01
Asian,5438.03
Asian,5438.04
Asian,5439.03
Some Other Race,5439.05
Some Other Race,5440.01
Some Other Race,5440.02
Some Other Race,5501.01
Some Other Race,5502.01
Some Other Race,5502.02
Some Other Race,5503.01
Some Other Race,5505.01
Some Other Race,5505.02
Some Other Race,5506.01
Some Other Race,5506.02
Some Other Race,5507.0
Some Other Race,5508.01
Some Other Race,5508.02
Some Other Race,5509.01
Some Other Race,5509.02
Some Other Race,5510.01
Some Other Race,5510.02
Some Other Race,5511.01
Some Other Race,5511.02
Some Other Race,5512.01
Some Other Race,5512.03
Some Other Race,5512.04
Some Other Race,5513.0
Some Other Race,5514.01
Some Other Race,5514.02
Some Other Race,5515.01
Some Other Race,5515.02
Some Other Race,5517.0
Some Other Race,5518.01
Some Other Race,5518.02
Some Other Race,5519.0
Some Other Race,5520.01
Some Other Race,5520.02
Some Other Race,5521.0
Some Other Race,5522.0
Some Other Race,5523.01
Some Other Race,5523.02
Some Other Race,5524.0
Some Other Race,5526.01
Asian,5526.02
Some Other Race,5527.0
Some Other Race,5528.0
Some Other Race,5529.0
Some Other Race,5530.0
Some Other Race,5531.0
Some Other Race,5532.01
Some Other Race,5532.02
Some Other Race,5533.0
Some Other Race,5534.0
Some Other Race,5535.02
Some Other Race,5535.03
Some Other Race,5535.04
Some Other Race,5536.01
Some Other Race,5536.02
Some Other Race,5537.01
Some Other Race,5537.02
Some Other Race,5538.01
Some Other Race,5538.02
Some Other Race,5539.01
Some Other Race,5539.02
Some Other Race,5540.01
Some Other Race,5540.02
Some Other Race,5541.01
Some Other Race,5541.05
Some Other Race,5541.06
Some Other Race,5542.01
Some Other Race,5542.03
Some Other Race,5542.04
Some Other Race,5543.01
Some Other Race,5543.02
Some Other Race,5544.03
Some Other Race,5544.04
Some Other Race,5544.05
White,5544.06
Asian,5545.11
Asian,5545.12
Asian,5545.13
Asian,5545.14
Asian,5545.15
Asian,5545.16
Asian,5545.17
Asian,5545.18
Asian,5545.19
Asian,5545.21
Asian,5545.22
Asian,5546.0
Some Other Race,5547.0
Some Other Race,5548.01
Asian,5548.02
Asian,5549.0
Asian,5550.01
White,5550.02
Asian,5551.05
Some Other Race,5551.06
Asian,5551.07
White,5552.02
Some Other Race,5552.11
Some Other Race,5552.12
Some Other Race,5553.0
White,5700.01
White,5700.02
White,5700.03
Some Other Race,5701.0
Some Other Race,5702.02
Some Other Race,5702.03
Some Other Race,5702.04
Some Other Race,5703.03
Some Other Race,5703.04
Some Other Race,5703.05
Some Other Race,5703.06
Black or African American,5704.02
Some Other Race,5704.03
Some Other Race,5704.04
Some Other Race,5705.02
Some Other Race,5705.03
Some Other Race,5705.04
Some Other Race,5706.01
Some Other Race,5706.02
Black or African American,5706.03
White,5707.01
White,5707.03
White,5708.0
White,5709.01
White,5709.02
White,5710.0
White,5711.01
White,5711.02
White,5712.01
White,5712.02
White,5713.0
White,5714.0
White,5715.02
White,5715.04
Some Other Race,5715.05
Black or African American,5716.0
Some Other Race,5717.01
Some Other Race,5717.03
Some Other Race,5717.04
White,5718.0
White,5719.0
White,5720.01
Asian,5722.01
Asian,5722.02
Some Other Race,5723.01
Black or African American,5725.0
Asian,5726.0
Asian,5727.0
Some Other Race,5730.02
White,5730.03
Some Other Race,5730.04
Some Other Race,5731.01
Some Other Race,5731.02
Some Other Race,5732.01
Some Other Race,5732.02
Asian,5733.0
White,5734.01
White,5734.02
White,5734.03
White,5736.01
White,5737.0
White,5738.0
White,5739.02
White,5740.0
White,5741.0
White,5742.01
White,5742.02
White,5743.0
White,5744.0
White,5745.0
White,5746.02
White,5748.0
White,5749.01
White,5749.02
White,5750.01
White,5750.02
Some Other Race,5751.01
Some Other Race,5751.02
Some Other Race,5751.03
Some Other Race,5752.01
Some Other Race,5752.02
Some Other Race,5753.0
Some Other Race,5754.01
Some Other Race,5754.02
Some Other Race,5758.01
Some Other Race,5758.02
Some Other Race,5758.03
Some Other Race,5759.01
White,5759.02
White,5760.01
White,5762.0
Some Other Race,5763.01
Some Other Race,5763.02
Some Other Race,5764.01
Some Other Race,5764.02
Some Other Race,5764.03
Some Other Race,5765.01
White,5765.02
White,5765.03
White,5766.01
White,5766.02
White,5767.0
White,5768.01
White,5768.02
Some Other Race,5769.01
Some Other Race,5769.03
Some Other Race,5769.04
White,5770.0
White,5771.0
White,5772.0
White,5773.0
White,5774.0
White,5775.01
White,5775.04
White,5776.02
White,5776.04
White,5776.05
White,5776.06
Some Other Race,5777.0
Some Other Race,5778.0
White,5779.0
Some Other Race,5780.0
White,5781.0
White,5990.0
White,5991.0
Some Other Race,6001.0
Some Other Race,6002.01
Some Other Race,6002.02
Black or African American,6003.02
Black or African American,6003.03
Some Other Race,6003.04
Black or African American,6004.0
Black or African American,6005.01
Black or African American,6006.01
Some Other Race,6006.02
Black or African American,6007.02
Black or African American,6007.03
Black or African American,6007.04
Black or African American,6008.01
Black or African American,6008.02
Black or African American,6009.02
Some Other Race,6009.11
Some Other Race,6009.12
Black or African American,6010.01
Black or African American,6010.02
Some Other Race,6011.0
Some Other Race,6012.02
Black or African American,6012.11
Some Other Race,6012.12
Black or African American,6013.01
Black or African American,6013.02
Black or African American,6013.03
Some Other Race,6014.01
Some Other Race,6014.02
Some Other Race,6015.01
Some Other Race,6015.02
Some Other Race,6016.0
Some Other Race,6017.0
Some Other Race,6018.01
Some Other Race,6018.02
Some Other Race,6019.0
Some Other Race,6020.02
Some Other Race,6020.03
Some Other Race,6021.03
Some Other Race,6021.04
Some Other Race,6021.05
Some Other Race,6021.06
White,6022.01
Some Other Race,6022.02
White,6023.01
White,6023.02
Some Other Race,6024.02
Some Other Race,6024.03
Some Other Race,6024.04
Black or African American,6025.04
Some Other Race,6025.05
Black or African American,6025.06
Black or African American,6025.07
Some Other Race,6025.1
Black or African American,6025.11
Some Other Race,6025.12
Some Other Race,6025.13
Black or African American,6026.01
Black or African American,6026.02
Black or African American,6027.0
Some Other Race,6028.01
Black or African American,6028.02
Some Other Race,6029.0
Asian,6030.04
Some Other Race,6030.05
Asian,6030.06
Some Other Race,6030.07
Some Other Race,6030.08
Asian,6031.01
Asian,6031.02
Asian,6032.0
Asian,6033.01
Asian,6033.02
Asian,6034.0
Asian,6035.0
Asian,6036.0
White,6037.02
White,6037.03
Black or African American,6037.05
Some Other Race,6037.06
Some Other Race,6038.01
Some Other Race,6038.02
Some Other Race,6039.01
Some Other Race,6039.02
Some Other Race,6040.01
Some Other Race,6040.02
Some Other Race,6041.01
Some Other Race,6041.02
Some Other Race,6042.0
White,6099.0
White,6200.01
White,6200.02
White,6201.01
White,6201.02
White,6202.01
White,6203.01
White,6203.03
White,6203.05
White,6204.0
White,6205.01
White,6205.21
White,6205.22
White,6206.01
White,6206.02
White,6207.01
White,6207.03
White,6207.04
White,6208.01
White,6208.02
White,6209.01
White,6209.04
White,6210.01
White,6210.05
White,6211.02
White,6211.04
White,6212.01
White,6212.04
White,6213.01
White,6213.24
White,6213.26
White,6214.0
Asian,6500.01
Asian,6500.03
Asian,6500.04
Asian,6501.01
White,6501.02
White,6502.0
White,6503.0
White,6504.01
White,6505.01
White,6505.02
White,6506.03
Asian,6506.04
Asian,6506.05
Asian,6506.06
Asian,6506.07
White,6507.01
White,6507.02
Asian,6508.01
Asian,6508.02
White,6509.01
White,6509.03
Asian,6509.04
White,6510.01
Asian,6510.02
Asian,6511.01
White,6511.02
White,6512.01
Asian,6512.21
White,6512.22
White,6513.02
White,6513.04
White,6514.01
White,6514.02
White,6700.01
White,6700.02
White,6700.03
White,6701.01
White,6701.02
White,6702.01
White,6702.02
White,6703.24
White,6703.26
White,6703.28
White,6704.05
Asian,6704.06
Asian,6704.07
White,6704.13
White,6704.16
White,6704.17
White,6704.18
White,6705.0
White,6706.03
White,6706.04
White,6707.01
White,6707.02
White,7001.01
White,7001.02
White,7002.0
White,7003.0
White,7004.0
White,7005.01
White,7005.02
White,7006.0
White,7007.0
White,7008.01
White,7008.02
White,7009.01
White,7009.02
White,7010.0
White,7012.01
White,7012.02
White,7013.02
White,7013.04
White,7014.02
White,7015.01
White,7015.02
White,7016.01
White,7016.02
White,7017.01
White,7017.02
White,7018.01
White,7018.02
White,7019.02
White,7020.02
White,7021.02
White,7022.01
White,7022.02
White,7023.0
White,7024.0
White,7025.01
White,7025.02
White,7026.0
White,7027.0
White,7028.01
White,7028.02
White,7028.03
White,7029.0
Black or African American,7030.02
White,7030.03
Black or African American,7031.0
Black or African American,7032.0
White,8001.01
White,8001.03
White,8001.04
White,8002.02
White,8002.04
White,8002.05
White,8002.06
White,8003.24
White,8003.25
White,8003.28
White,8003.33
White,8003.34
White,8003.35
White,8003.36
White,8003.37
White,8003.38
White,8004.06
White,8004.1
White,8004.11
White,8004.12
White,8005.04
White,8005.06
White,9001.02
White,9001.03
Some Other Race,9001.04
White,9003.01
Some Other Race,9005.01
White,9005.04
White,9005.05
Black or African American,9005.06
White,9005.08
Some Other Race,9005.09
Black or African American,9005.1
Some Other Race,9006.02
Black or African American,9006.06
Some Other Race,9006.07
Some Other Race,9006.08
Some Other Race,9006.09
Some Other Race,9006.1
Some Other Race,9006.11
White,9007.01
White,9007.03
White,9007.04
White,9007.05
Some Other Race,9008.04
White,9008.05
Black or African American,9008.06
White,9008.07
Some Other Race,9008.08
White,9009.01
White,9009.02
Black or African American,9010.03
White,9010.07
White,9010.08
White,9010.09
White,9010.1
White,9010.11
White,9010.12
White,9010.13
White,9010.14
White,9011.01
White,9011.02
White,9012.09
White,9012.1
White,9012.14
White,9012.15
White,9012.16
White,9012.17
White,9012.18
White,9013.0
White,9100.02
White,9102.1
White,9102.11
White,9102.12
White,9102.13
White,9102.14
White,9102.15
White,9102.16
White,9102.17
White,9102.18
White,9103.01
White,9103.02
White,9104.01
Some Other Race,9104.04
Some Other Race,9104.05
Some Other Race,9105.01
Some Other Race,9105.02
Some Other Race,9105.04
Some Other Race,9105.05
Some Other Race,9106.01
Some Other Race,9106.02
Some Other Race,9106.05
Some Other Race,9106.06
Some Other Race,9106.07
Some Other Race,9106.08
Some Other Race,9107.06
Some Other Race,9107.07
White,9107.09
Some Other Race,9107.12
Some Other Race,9107.13
Some Other Race,9107.14
Some Other Race,9107.15
Some Other Race,9107.16
Some Other Race,9107.17
Some Other Race,9107.18
Some Other Race,9107.19
Some Other Race,9107.2
Some Other Race,9107.21
White,9108.04
White,9108.07
White,9108.08
White,9108.09
White,9108.1
White,9108.14
White,9108.15
White,9110.01
Some Other Race,9111.0
White,9200.13
White,9200.15
White,9200.16
White,9200.17
White,9200.18
White,9200.2
White,9200.28
White,9200.29
White,9200.3
White,9200.31
White,9200.34
White,9200.35
Some Other Race,9200.38
White,9200.39
White,9200.4
White,9200.41
White,9200.42
White,9200.43
White,9200.44
White,9200.45
White,9200.46
Some Other Race,9200.47
Some Other Race,9200.48
White,9200.49
White,9200.5
White,9201.02
White,9201.04
White,9201.06
White,9201.09
White,9201.1
White,9201.11
White,9201.12
White,9201.14
White,9201.15
White,9201.16
White,9201.18
White,9201.19
White,9201.2
White,9201.21
Some Other Race,9202.0
White,9203.03
White,9203.12
White,9203.13
White,9203.14
White,9203.22
White,9203.26
White,9203.28
White,9203.29
White,9203.3
White,9203.31
White,9203.32
White,9203.34
White,9203.38
White,9203.39
Some Other Race,9203.4
Some Other Race,9203.41
Some Other Race,9203.42
Some Other Race,9203.43
White,9304.0
White,9800.01
American,9800.02
Asian,9800.05
Black or African American,9800.06
Black or African American,9800.07
White,9800.08
White,9800.09
Asian,9800.1
White,9800.11
White,9800.13
White,9800.14
Black or African American,9800.15
Some Other Race,9800.16
White,9800.17
Black or African American,9800.18
White,9800.19
White,9800.2
White,9800.21
White,9800.23
White,9800.24
Black or African American,9800.25
White,9800.26
White,9800.28
White,9800.31
White,9800.33
Some Other Race,9800.34
Some Other Race,9800.35
Asian,9800.36
White,9800.38
White,1.02
White,1.03
White,1.04
White,1.06
White,1.09
White,1.1
White,1.11
Some Other Race,2.01
White,2.03
White,2.04
White,3.01
White,3.02
Some Other Race,5.06
White,5.09
Some Other Race,5.1
Some Other Race,5.11
White,5.12
Some Other Race,5.13
Some Other Race,5.14
Some Other Race,5.15
White,5.16
White,5.17
Some Other Race,5.18
Some Other Race,6.02
Some Other Race,6.03
Some Other Race,6.04
White,7.01
White,7.02
Some Other Race,8.01
Some Other Race,8.02
Some Other Race,9.01
Some Other Race,9.02
Some Other Race,9.03
White,11.0
White,1011.0
White,1012.0
White,1021.0
White,1022.02
White,1022.03
White,1031.0
White,1032.0
White,1041.02
White,1041.03
White,1041.04
White,1042.0
White,1043.0
White,1050.01
White,1050.02
White,1060.01
White,1060.02
White,1070.0
White,1081.0
White,1082.01
White,1082.02
White,1090.01
White,1090.02
White,1101.0
White,1102.0
White,1110.01
White,1110.02
White,1121.0
Some Other Race,1122.02
Some Other Race,1122.03
Some Other Race,1122.04
White,1130.0
White,1141.0
White,1142.0
White,1150.0
White,1160.0
White,1170.0
White,1181.0
White,1191.0
White,1192.01
White,1192.02
White,1200.01
White,1200.02
White,1211.0
White,1212.0
Black or African American,1220.0
White,1230.0
White,1241.0
White,1242.0
White,1250.0
White,1261.0
White,1262.0
White,1270.0
White,1281.0
White,1282.0
White,1290.0
White,1302.01
White,1302.03
White,1302.04
White,1311.0
White,1321.0
White,1322.0
White,1330.0
White,1.01
White,1.02
White,2.0
White,3.01
White,3.02
White,4.0
White,101.0
White,102.0
White,103.0
White,104.0
White,105.0
White,106.01
White,106.02
White,107.0
White,108.01
White,108.02
White,109.0
White,110.01
White,110.03
White,110.04
White,111.02
White,112.0
White,113.0
White,114.0
White,115.01
White,115.02
White,116.0
White,117.0
White,118.0
White,2.01
White,2.02
Some Other Race,2.04
Some Other Race,2.05
Some Other Race,3.01
White,3.03
Some Other Race,3.05
Some Other Race,3.06
White,4.01
White,4.03
White,4.04
White,5.03
Some Other Race,5.04
Some Other Race,5.05
White,6.01
White,6.02
White,6.03
Some Other Race,7.01
White,7.02
White,8.01
White,8.02
White,9.01
White,9.03
White,9.04
Some Other Race,10.03
White,10.04
White,10.05
White,10.06
White,10.07
White,10.08
White,11.01
White,12.0
White,13.01
White,13.02
White,14.01
White,14.02
Some Other Race,15.01
Some Other Race,15.02
Some Other Race,15.03
Some Other Race,16.01
Some Other Race,16.03
Some Other Race,16.04
White,17.0
White,18.01
Some Other Race,19.01
White,19.02
White,20.01
White,20.02
Some Other Race,21.0
Some Other Race,22.01
Some Other Race,22.03
Some Other Race,22.04
White,23.01
Some Other Race,23.03
Some Other Race,23.04
Some Other Race,23.05
Some Other Race,23.06
White,24.01
White,24.03
White,24.04
White,25.0
White,26.01
White,26.02
White,1.0
White,2.0
White,3.0
White,4.0
White,1.01
White,1.02
White,2.01
White,2.02
Some Other Race,1.01
Some Other Race,1.03
Some Other Race,1.04
Some Other Race,1.05
Some Other Race,1.06
Some Other Race,2.0
Some Other Race,3.0
Some Other Race,4.0
Some Other Race,5.01
Some Other Race,5.02
Some Other Race,6.0
Some Other Race,7.01
Some Other Race,7.02
Some Other Race,8.0
Some Other Race,9.0
White,12.0
Some Other Race,13.0
White,14.0
White,15.0
White,16.0
Some Other Race,17.0
Some Other Race,18.01
Some Other Race,18.02
Some Other Race,101.01
White,101.02
White,102.02
White,103.05
White,103.06
Some Other Race,104.0
White,105.01
Some Other Race,105.04
Some Other Race,105.05
Some Other Race,105.06
Some Other Race,106.03
Some Other Race,106.04
Some Other Race,106.05
Some Other Race,106.06
Some Other Race,106.07
Some Other Race,106.08
White,107.02
Some Other Race,108.04
Some Other Race,109.0
White,110.01
White,110.02
White,111.01
Some Other Race,111.03
Some Other Race,111.04
Some Other Race,111.05
Some Other Race,111.06
Some Other Race,112.02
Some Other Race,112.03
Some Other Race,112.04
Some Other Race,113.02
White,113.03
Some Other Race,113.05
Some Other Race,113.06
White,114.0
White,115.02
White,116.04
White,116.05
White,116.06
White,117.0
White,118.01
White,118.02
White,119.01
White,119.02
White,120.0
White,121.0
White,122.0
White,123.02
White,124.01
White,124.02
White,125.03
White,125.04
White,126.01
White,127.0
White,128.0
White,130.0
White,131.0
White,132.0
White,133.0
White,134.0
White,135.0
Some Other Race,136.0
Some Other Race,137.0
Some Other Race,138.0
White,139.0
White,140.0
White,141.02
White,141.04
White,141.05
White,141.08
White,141.09
White,141.1
White,142.01
White,142.02
White,143.01
White,143.02
White,145.0
Some Other Race,146.01
White,147.0
Some Other Race,148.0
Some Other Race,9800.0
White,2002.01
White,2002.02
White,2002.03
White,2003.01
White,2003.02
White,2004.0
White,2005.01
White,2005.03
White,2005.04
White,2005.05
White,2006.01
White,2006.02
White,2007.03
White,2007.04
White,2007.05
White,2007.06
White,2007.07
White,2008.02
White,2008.03
Some Other Race,2008.04
White,2009.0
Asian,2010.03
Asian,2010.04
White,2010.05
White,2010.06
Asian,2010.07
White,2011.01
White,2011.02
White,2012.0
White,2013.0
White,2014.01
White,2014.02
White,2014.03
White,2015.0
White,2016.01
White,2016.02
White,2017.0
White,2018.0
White,2019.0
White,2020.0
White,1.02
White,1.04
White,1.05
White,1.06
White,1.07
White,2.0
White,3.0
White,4.01
White,4.03
White,4.04
White,5.02
White,5.03
White,5.04
White,6.01
White,6.02
White,7.01
White,7.02
White,8.01
White,8.02
White,9.0
White,12.05
White,12.07
White,12.08
White,12.09
White,12.1
White,12.11
White,11.01
White,11.02
White,11.03
Some Other Race,12.01
Some Other Race,12.02
White,13.01
White,13.03
Some Other Race,13.04
White,14.01
White,14.02
White,14.03
Some Other Race,14.04
White,15.01
White,15.03
White,15.04
White,15.05
White,15.06
White,15.07
White,16.02
White,16.03
White,16.04
Asian,17.04
White,17.05
White,17.06
Asian,17.08
Asian,17.09
Asian,17.1
Some Other Race,18.01
Some Other Race,18.02
White,19.01
White,19.02
White,19.03
White,110.0
White,111.01
White,111.02
White,112.0
White,113.0
White,114.01
White,114.02
White,114.03
White,115.02
White,115.03
White,115.04
Some Other Race,116.01
Some Other Race,116.02
White,117.07
White,117.08
White,117.09
White,117.1
White,117.11
White,117.12
White,117.14
White,117.15
Asian,117.16
White,117.17
White,117.18
Some Other Race,117.2
Some Other Race,117.21
White,117.22
White,218.02
White,218.07
White,218.09
White,218.1
White,218.12
White,218.13
White,218.14
White,218.16
White,218.17
White,218.2
White,218.21
White,218.22
White,218.23
White,218.24
White,218.25
White,218.26
White,218.27
White,218.28
White,218.29
White,218.3
Asian,218.31
Asian,218.32
White,219.03
White,219.05
White,219.12
Some Other Race,219.13
White,219.14
White,219.15
White,219.16
White,219.17
White,219.18
White,219.19
White,219.2
White,219.21
White,219.22
White,219.23
White,219.24
White,320.02
White,320.03
White,320.11
White,320.12
White,320.13
White,320.14
White,320.15
White,320.2
White,320.22
White,320.27
White,320.28
White,320.29
White,320.3
White,320.31
White,320.32
White,320.33
White,320.34
White,320.35
White,320.36
White,320.37
White,320.38
White,320.39
White,320.4
White,320.41
White,320.42
White,320.43
White,320.44
White,320.45
White,320.46
White,320.47
White,320.48
White,320.49
White,320.5
White,320.51
White,320.53
White,320.54
White,320.55
White,320.57
White,320.58
White,320.59
White,320.61
White,320.62
White,320.63
White,320.64
White,320.65
White,320.66
White,421.06
White,421.07
White,421.08
White,421.09
White,421.11
White,421.12
White,421.13
White,421.14
White,421.15
White,421.16
White,422.01
White,422.03
White,422.05
White,422.06
White,423.05
White,423.07
White,423.11
Some Other Race,423.12
White,423.13
White,423.15
White,423.17
White,423.19
White,423.2
White,423.23
White,423.24
White,423.25
White,423.26
White,423.27
White,423.28
White,423.29
White,423.3
White,423.31
White,423.32
White,423.33
White,423.34
White,423.35
White,423.36
White,423.37
White,423.38
White,423.39
Some Other Race,423.4
White,423.41
White,524.08
White,524.1
White,524.11
White,524.15
White,524.16
Asian,524.17
White,524.19
Asian,524.21
White,524.22
White,524.23
White,524.24
White,524.25
White,524.27
White,524.28
Asian,524.29
Asian,524.3
Asian,524.31
Asian,524.32
Asian,524.33
Asian,524.34
Asian,524.35
Asian,524.36
Asian,524.37
Asian,524.38
Asian,524.39
White,525.02
Asian,525.05
White,525.06
White,525.11
White,525.13
White,525.14
White,525.18
White,525.19
White,525.2
White,525.21
Asian,525.22
Asian,525.23
White,525.24
Asian,525.26
Asian,525.27
Asian,525.28
Asian,525.29
Asian,525.3
Asian,525.31
Asian,525.32
Asian,525.33
White,525.34
Asian,525.35
White,626.05
White,626.1
Asian,626.11
White,626.14
White,626.19
White,626.2
White,626.22
White,626.25
Asian,626.26
Asian,626.27
White,626.28
White,626.29
White,626.3
White,626.31
White,626.32
White,626.33
White,626.34
White,626.35
White,626.36
White,626.37
White,626.38
White,626.39
White,626.4
White,626.41
White,626.42
White,626.43
White,626.45
White,626.46
White,626.47
White,626.48
White,626.49
White,626.5
White,626.51
White,626.52
White,626.53
Asian,626.54
White,626.55
White,626.56
White,626.57
White,626.58
White,627.01
White,627.02
White,628.0
White,629.0
White,630.04
White,630.05
White,630.06
White,630.07
White,630.08
White,630.09
White,630.1
White,631.01
White,631.02
White,631.03
White,632.01
White,632.02
White,633.01
White,633.02
White,634.0
White,635.0
White,636.01
White,636.03
White,636.04
Some Other Race,636.05
Some Other Race,637.01
White,637.02
White,638.02
White,638.03
White,638.05
White,638.06
White,638.07
Some Other Race,638.08
White,639.02
White,639.03
White,639.04
White,639.05
White,639.06
White,639.08
White,639.09
White,639.1
Some Other Race,740.03
Some Other Race,740.04
Some Other Race,740.05
Some Other Race,740.06
Some Other Race,741.02
Some Other Race,741.03
Some Other Race,741.06
White,741.07
Some Other Race,741.08
Some Other Race,741.09
Asian,741.1
Some Other Race,741.11
Some Other Race,742.0
Some Other Race,743.0
Some Other Race,744.03
Some Other Race,744.05
Some Other Race,744.06
Some Other Race,744.07
Some Other Race,744.08
Some Other Race,745.01
Some Other Race,745.02
Some Other Race,746.01
Some Other Race,746.02
Some Other Race,747.01
Some Other Race,747.02
Some Other Race,748.01
Some Other Race,748.02
Some Other Race,748.03
Some Other Race,748.05
Some Other Race,748.06
Some Other Race,749.01
Some Other Race,749.02
Some Other Race,750.02
Some Other Race,750.03
Some Other Race,750.04
Some Other Race,751.0
Some Other Race,752.01
Some Other Race,752.02
Some Other Race,753.01
Some Other Race,753.02
White,753.03
White,754.01
Some Other Race,754.03
White,754.04
White,754.05
White,755.04
White,755.05
White,755.06
White,755.07
Some Other Race,755.12
Some Other Race,755.13
Some Other Race,755.14
White,755.16
Some Other Race,755.17
Asian,755.18
White,756.03
White,756.04
White,756.05
White,756.06
White,756.07
White,757.01
White,757.02
White,757.03
White,758.05
White,758.06
White,758.07
White,758.08
White,758.09
White,758.1
White,758.11
White,758.12
White,758.13
White,758.14
White,758.15
White,758.16
White,759.01
White,759.02
White,760.01
White,760.02
Some Other Race,761.02
Some Other Race,761.03
White,761.04
White,761.05
White,762.01
White,762.02
Some Other Race,762.04
White,762.05
White,762.06
White,762.08
Some Other Race,863.01
White,863.03
White,863.04
White,863.05
Some Other Race,863.06
Some Other Race,864.02
Some Other Race,864.04
Some Other Race,864.05
Some Other Race,864.06
Some Other Race,864.07
Some Other Race,865.01
Some Other Race,865.02
Some Other Race,866.01
Some Other Race,866.02
Some Other Race,867.01
Some Other Race,867.02
White,868.01
Some Other Race,868.02
Asian,868.03
Some Other Race,869.01
White,869.02
Some Other Race,869.03
Some Other Race,870.01
White,870.02
Asian,871.01
Some Other Race,871.02
Asian,871.03
Asian,871.05
Some Other Race,871.06
Some Other Race,872.0
Some Other Race,873.01
Some Other Race,873.02
White,874.01
Some Other Race,874.03
Some Other Race,874.04
Some Other Race,874.05
Some Other Race,875.03
Some Other Race,875.04
Some Other Race,875.05
Some Other Race,876.01
Some Other Race,876.02
Asian,877.01
Asian,877.03
Asian,877.04
White,878.01
Some Other Race,878.02
Some Other Race,878.03
Some Other Race,878.05
Some Other Race,878.06
Asian,879.01
Some Other Race,879.02
Asian,880.01
Asian,880.02
White,881.01
Asian,881.04
Asian,881.05
Asian,881.06
Asian,881.07
Asian,882.01
Asian,882.02
Asian,882.03
Asian,883.01
Asian,883.02
Asian,884.01
Some Other Race,884.02
Some Other Race,884.03
Some Other Race,885.01
Asian,885.02
Asian,886.01
Asian,886.02
Asian,887.01
Asian,887.02
Asian,888.01
Asian,888.02
Asian,889.01
Asian,889.02
Asian,889.03
Asian,889.04
Asian,889.05
Asian,890.01
Asian,890.03
Asian,890.04
Some Other Race,891.02
Some Other Race,891.04
Some Other Race,891.05
Some Other Race,891.06
Asian,891.07
Asian,992.02
Asian,992.03
Asian,992.04
White,992.12
White,992.14
White,992.15
White,992.16
White,992.17
White,992.2
Asian,992.22
Asian,992.23
Asian,992.24
Asian,992.25
Asian,992.26
Asian,992.27
White,992.29
White,992.3
White,992.31
White,992.32
White,992.33
Asian,992.34
White,992.35
White,992.37
White,992.38
White,992.39
White,992.4
White,992.41
White,992.42
White,992.43
White,992.44
White,992.45
White,992.46
Asian,992.47
Some Other Race,992.48
Some Other Race,992.49
White,992.5
White,992.51
White,993.05
White,993.06
White,993.07
White,993.08
White,993.09
White,993.1
White,993.11
Some Other Race,994.02
White,994.04
White,994.05
White,994.06
White,994.07
White,994.08
White,994.1
White,994.11
White,994.12
White,994.15
White,994.16
White,994.17
White,994.18
White,994.19
White,995.02
White,995.04
White,995.06
White,995.08
White,995.09
White,995.1
White,995.11
White,995.12
White,995.13
White,995.14
Asian,996.01
White,996.02
White,996.03
White,996.04
White,996.05
Asian,997.01
Asian,997.02
Asian,997.03
Asian,998.01
Asian,998.02
Asian,998.03
White,999.02
Asian,999.03
Asian,999.04
White,999.05
White,999.06
White,1100.01
White,1100.03
White,1100.04
White,1100.05
White,1100.06
White,1100.07
White,1100.08
White,1100.1
White,1100.11
White,1100.12
White,1100.14
White,1100.15
Asian,1101.02
Asian,1101.04
White,1101.06
White,1101.08
Asian,1101.09
Asian,1101.1
Asian,1101.11
White,1101.13
White,1101.14
Asian,1101.15
Asian,1101.16
White,1101.17
Asian,1101.18
Asian,1102.01
Asian,1102.02
White,1102.03
Asian,1103.01
White,1103.02
White,1103.03
Asian,1103.04
White,1104.01
Some Other Race,1104.02
Some Other Race,1105.0
Some Other Race,1106.03
Asian,1106.04
Asian,1106.05
