Plurality Race,Tract Number
White,153.02
White,154.03
White,154.05
White,154.06
White,154.07
White,154.08
White,155.01
White,155.02
White,156.01
White,156.02
White,157.01
White,157.04
White,157.05
White,157.06
White,158.01
White,158.02
White,159.01
White,159.02
White,160.0
White,161.0
White,162.01
White,162.02
White,163.01
White,163.02
White,164.01
White,164.03
White,164.04
White,165.02
White,165.03
White,165.04
White,166.06
White,166.07
White,166.08
White,166.09
White,166.1
White,166.13
White,166.14
White,166.15
White,166.16
White,166.17
White,166.18
White,166.19
White,166.2
White,166.21
White,167.03
White,167.04
White,167.05
White,167.06
White,168.04
White,168.06
White,168.07
White,168.09
White,168.1
White,168.11
White,168.12
White,168.13
White,169.01
White,169.02
White,170.06
White,170.09
White,170.1
White,170.14
White,170.18
White,170.2
White,170.21
White,170.22
White,170.31
White,170.33
White,170.34
White,170.35
White,170.36
White,170.37
White,170.39
White,170.4
White,170.41
Asian,170.43
White,170.44
White,170.45
White,170.46
White,170.47
White,170.48
White,170.49
White,170.5
White,170.51
White,170.52
White,170.53
White,170.54
White,170.55
White,170.56
White,170.57
White,170.58
White,170.59
White,170.6
White,170.61
White,170.62
White,170.63
Asian,170.64
White,170.65
White,170.66
White,170.67
White,170.68
White,170.69
Asian,170.7
White,170.71
White,171.04
White,171.06
White,171.07
White,171.08
White,171.09
White,171.11
White,171.12
White,171.13
White,172.01
White,172.02
White,173.03
White,173.05
White,173.06
White,173.07
White,173.08
White,174.03
White,174.05
White,174.06
White,174.07
White,174.08
White,175.01
White,175.02
White,176.01
White,176.03
White,176.05
White,176.06
White,177.01
White,177.02
White,178.01
White,178.08
White,178.09
White,178.1
White,178.11
White,178.13
White,179.01
White,179.02
White,180.0
White,181.01
White,181.02
White,182.01
White,182.02
White,183.01
White,183.02
White,184.0
White,185.04
White,185.09
White,185.1
White,185.11
White,185.12
White,185.15
White,185.16
White,185.17
Some Other Race,185.18
Some Other Race,185.19
White,185.2
White,185.21
White,185.22
White,185.23
White,185.24
White,185.25
White,186.01
White,186.08
White,186.09
White,186.12
White,186.13
Some Other Race,186.15
White,186.16
White,186.17
Some Other Race,186.18
White,186.19
Some Other Race,186.2
White,186.21
White,186.22
White,187.0
White,188.01
White,188.03
White,188.04
White,188.05
White,189.03
White,189.04
White,189.05
White,189.06
White,190.01
White,190.02
White,191.03
White,191.05
White,191.07
American,191.08
White,191.09
White,191.1
White,191.11
White,192.03
White,192.05
Some Other Race,192.06
White,192.08
White,192.09
White,192.1
White,193.01
White,193.03
White,193.04
White,193.05
White,194.03
Some Other Race,194.04
White,194.05
White,194.06
Some Other Race,195.01
Some Other Race,195.02
White,195.03
White,196.01
White,196.02
White,197.01
White,197.02
White,198.03
White,198.04
White,198.05
White,198.08
White,198.09
White,198.1
White,198.11
White,199.02
White,199.03
White,199.04
White,199.05
White,200.15
White,200.17
White,200.19
Some Other Race,200.21
White,200.23
White,200.24
White,200.25
White,200.26
Some Other Race,200.28
White,200.29
White,200.3
White,200.31
White,200.32
White,200.33
White,200.34
White,200.35
Some Other Race,200.36
White,200.37
White,200.38
White,200.39
White,200.4
White,200.41
White,200.42
White,200.43
White,200.44
White,201.05
White,201.06
White,201.07
Some Other Race,201.08
White,201.09
White,201.1
White,201.11
Some Other Race,202.02
Some Other Race,202.06
Some Other Race,202.07
Some Other Race,202.08
Some Other Race,202.09
White,202.1
Some Other Race,202.11
Some Other Race,202.13
Some Other Race,202.14
White,203.04
White,203.05
White,203.08
White,203.09
White,203.1
White,203.11
White,203.12
White,203.13
White,204.01
White,204.03
White,204.04
White,204.05
Some Other Race,205.0
Some Other Race,206.01
White,206.02
White,207.05
White,207.06
White,207.07
White,207.08
White,207.1
White,207.11
White,207.12
White,208.01
White,208.05
White,208.06
White,208.07
White,208.1
White,208.11
White,208.12
White,208.13
White,209.02
White,209.03
White,209.04
White,210.01
White,210.02
White,211.01
White,211.02
White,212.02
White,212.04
White,212.05
White,212.06
White,213.02
White,213.04
White,213.05
White,213.06
White,214.01
White,214.02
White,215.01
White,215.02
White,216.0
White,218.0
Some Other Race,219.0
Asian,220.0
White,221.01
White,221.02
White,101.01
Asian,101.02
White,102.01
White,102.02
White,103.0
White,104.01
White,104.02
White,105.0
Asian,106.0
Asian,107.01
Asian,107.02
White,108.0
White,109.01
White,109.02
White,110.01
White,110.02
White,111.01
White,111.02
White,112.0
Asian,113.0
Asian,117.0
Asian,118.0
White,119.01
White,119.02
White,120.01
White,120.02
White,121.0
White,122.02
White,122.03
White,122.04
White,123.01
White,123.02
Asian,124.03
Some Other Race,124.04
White,124.05
Asian,124.06
Asian,125.02
White,125.03
White,125.04
White,126.01
White,126.02
White,127.0
White,128.01
White,128.02
White,129.01
White,129.02
White,130.01
White,130.02
White,131.01
White,131.02
White,132.0
White,133.0
White,134.01
White,134.02
White,135.0
White,151.0
White,152.01
White,152.02
White,153.0
White,154.01
White,154.02
White,155.0
White,156.0
White,157.01
White,157.02
White,158.01
White,158.02
Asian,159.0
White,160.0
White,161.01
Black or African American,161.02
White,162.0
White,163.0
White,164.0
White,165.0
White,166.01
White,166.02
White,167.0
White,168.01
White,168.02
White,169.0
White,170.0
White,171.01
White,171.02
Asian,176.02
Asian,176.03
White,176.04
White,177.0
Asian,178.01
White,178.03
White,178.04
White,179.03
White,180.0
White,201.01
White,201.02
White,202.01
White,202.02
White,203.0
White,204.01
White,204.02
White,205.0
White,206.01
White,206.02
White,207.01
White,207.02
White,208.01
White,208.02
White,209.0
White,210.0
White,211.0
White,212.0
White,213.0
White,214.0
White,215.0
White,216.0
White,217.0
White,218.0
White,226.0
White,227.02
White,227.04
White,228.01
White,228.02
White,228.03
Some Other Race,229.01
White,229.02
White,229.03
Asian,230.01
Asian,230.03
Black or African American,231.02
Black or African American,231.03
Some Other Race,232.0
Asian,233.0
Some Other Race,234.0
White,251.0
White,252.0
White,253.0
White,254.01
White,254.02
White,254.03
Asian,255.01
Asian,255.02
Asian,256.0
Asian,257.01
Asian,257.02
Asian,258.0
Asian,259.0
Asian,260.01
Asian,260.02
Asian,260.03
Asian,260.04
Asian,261.0
Asian,262.01
Asian,262.02
Asian,263.01
Asian,263.02
Asian,263.03
Asian,264.01
Asian,264.02
Asian,264.03
Asian,264.04
White,301.01
White,301.02
White,302.01
White,302.02
White,303.01
Asian,303.02
White,304.0
White,305.0
White,306.0
White,307.0
White,308.0
White,309.0
White,310.0
White,311.0
Asian,312.01
Asian,312.02
Asian,313.01
Asian,313.02
Asian,314.01
Asian,314.02
Asian,326.01
Asian,326.02
Asian,327.0
Asian,328.01
Asian,328.02
Asian,329.01
Asian,329.02
Asian,330.01
Asian,330.02
Asian,331.0
White,332.01
White,332.03
White,332.04
Asian,351.01
Asian,351.02
Asian,352.01
White,352.02
Asian,353.0
Asian,354.0
White,401.0
White,402.0
White,426.01
White,426.02
White,427.0
White,428.0
White,451.0
White,452.01
White,452.02
Asian,476.0
Asian,477.01
Asian,477.02
Asian,478.01
Asian,478.02
White,479.02
White,479.03
White,479.04
White,601.0
White,604.0
Asian,605.02
Asian,607.01
Asian,607.02
Asian,607.03
Asian,610.0
Asian,611.01
Asian,611.02
Some Other Race,612.0
White,614.01
White,614.02
White,615.01
White,615.02
Asian,615.03
Asian,615.04
Asian,615.05
Asian,615.06
Asian,615.07
White,615.08
White,9802.0
White,9803.0
Asian,9805.01
Asian,9806.0
White,9809.0
Some Other Race,1.01
Some Other Race,1.02
Some Other Race,3.0
White,4.01
Some Other Race,4.02
Some Other Race,5.0
Some Other Race,6.0
Some Other Race,7.0
Some Other Race,8.02
Some Other Race,8.03
White,9.0
White,10.0
White,11.01
White,11.02
White,12.0
White,13.0
White,14.0
Some Other Race,15.01
Some Other Race,15.02
Some Other Race,16.0
Some Other Race,17.0
Some Other Race,18.0
Some Other Race,19.0
Some Other Race,20.0
Some Other Race,21.0
Some Other Race,22.01
Some Other Race,22.02
Some Other Race,23.0
Some Other Race,24.01
Some Other Race,24.02
Some Other Race,25.03
Some Other Race,25.04
Some Other Race,27.01
Some Other Race,27.02
Some Other Race,28.0
White,31.06
White,31.08
White,31.09
White,31.1
White,31.11
White,31.12
White,31.15
Some Other Race,31.16
White,31.17
White,31.18
White,31.19
White,32.03
White,32.05
White,32.09
White,32.1
White,32.13
White,32.14
White,32.15
White,32.16
Some Other Race,32.17
White,32.18
Asian,32.19
White,33.05
Some Other Race,33.06
White,33.07
Some Other Race,33.08
Asian,33.1
Some Other Race,33.11
Some Other Race,33.12
Some Other Race,33.13
Asian,34.03
Asian,34.04
Asian,34.05
Asian,34.06
Black or African American,34.07
Asian,34.09
Asian,34.1
White,35.01
White,35.02
Asian,35.03
Asian,35.04
White,36.01
White,36.02
Some Other Race,37.0
Some Other Race,38.03
Some Other Race,38.04
Asian,38.05
Asian,38.06
Asian,38.07
Some Other Race,38.08
White,39.0
White,40.01
White,40.03
Asian,40.04
White,41.04
White,41.05
White,41.06
White,41.07
Asian,41.08
White,42.02
White,42.03
White,42.04
White,42.05
White,42.06
White,43.02
White,43.05
White,43.07
Some Other Race,43.08
White,43.09
White,43.1
White,44.02
Some Other Race,44.03
Some Other Race,44.04
White,45.01
Some Other Race,45.02
White,46.0
White,47.01
White,47.03
White,47.04
White,48.0
White,49.03
White,49.04
White,49.05
White,49.06
White,50.01
White,50.03
White,50.04
White,51.06
White,51.08
White,51.09
Asian,51.19
White,51.22
White,51.23
White,51.24
White,51.25
White,51.26
Asian,51.27
Some Other Race,51.29
Some Other Race,51.3
White,51.31
White,51.32
White,51.33
White,51.34
White,51.35
White,51.36
White,51.37
White,51.38
White,51.39
White,51.4
White,51.41
White,52.08
Asian,52.11
Asian,52.12
White,52.13
White,52.14
White,52.15
White,52.16
White,52.17
Asian,52.18
White,52.19
White,52.2
Asian,52.21
Asian,52.22
Asian,52.23
White,52.24
White,52.25
Some Other Race,53.03
White,53.07
White,53.08
White,53.09
Some Other Race,53.1
Some Other Race,53.11
White,53.12
White,54.03
White,54.05
Some Other Race,54.06
White,55.02
White,55.03
Some Other Race,9800.0
White,100.16
White,100.17
White,101.01
White,101.03
White,101.04
White,102.02
White,102.04
White,102.05
White,102.06
White,102.07
White,103.01
White,103.02
White,103.03
White,104.03
White,104.04
White,105.04
White,105.05
White,105.06
White,106.02
White,106.03
White,107.01
White,107.03
White,107.07
White,109.02
White,109.03
White,109.04
White,110.01
White,110.02
White,111.01
White,111.03
White,111.04
White,111.05
White,112.01
White,112.02
White,113.0
Black or African American,114.0
White,115.01
White,115.05
White,116.0
White,117.04
White,117.05
White,117.06
White,118.0
White,119.01
White,119.03
White,119.04
White,120.01
White,120.02
White,121.02
White,122.01
White,122.02
White,123.02
White,123.05
White,123.06
White,124.03
White,124.04
White,124.05
White,124.06
White,125.02
White,125.03
White,125.05
White,126.01
White,126.02
White,127.05
White,127.06
White,127.07
White,127.08
White,130.0
White,131.0
White,6001.0
Asian,6002.0
Asian,6003.0
Asian,6004.01
Asian,6004.02
Asian,6005.01
Asian,6005.02
Asian,6006.0
Asian,6007.01
Asian,6007.02
Asian,6008.0
Asian,6009.0
Asian,6010.0
Asian,6011.0
Asian,6012.0
Asian,6013.01
Asian,6013.02
Asian,6014.0
Asian,6015.01
Asian,6015.02
Asian,6016.01
Asian,6016.03
Asian,6016.04
Asian,6016.05
Asian,6017.0
Asian,6018.0
Asian,6019.01
Asian,6019.02
Asian,6020.01
Asian,6020.02
Some Other Race,6021.0
Some Other Race,6022.01
Some Other Race,6022.02
Asian,6023.0
White,6024.0
Asian,6025.0
Asian,6026.01
Asian,6026.02
Asian,6027.0
Asian,6028.0
White,6029.0
White,6030.0
White,6031.0
White,6032.0
White,6033.0
White,6034.0
Asian,6037.0
Asian,6038.01
White,6038.02
White,6039.0
White,6040.0
Asian,6041.02
Some Other Race,6041.03
Some Other Race,6041.04
Some Other Race,6042.0
Asian,6044.0
Asian,6045.0
Asian,6046.0
Asian,6047.0
Asian,6048.0
Asian,6049.0
White,6050.0
White,6051.0
White,6052.0
White,6053.0
White,6054.0
White,6055.01
White,6055.02
White,6056.0
White,6057.0
White,6058.0
White,6059.01
White,6059.02
White,6060.0
White,6061.0
Some Other Race,6062.01
Some Other Race,6062.02
White,6063.0
White,6064.0
White,6065.0
White,6066.0
White,6067.0
White,6068.0
White,6069.0
White,6070.0
White,6071.0
White,6072.0
White,6073.0
White,6074.0
Asian,6075.0
White,6076.0
White,6077.01
White,6077.02
White,6078.0
White,6079.0
Asian,6080.01
Asian,6080.02
Asian,6080.13
Asian,6080.23
Asian,6080.24
Asian,6080.25
Asian,6081.0
Asian,6082.0
Asian,6083.0
Asian,6084.0
White,6085.01
White,6085.02
White,6086.0
White,6087.0
White,6088.0
White,6089.0
White,6090.0
White,6091.0
White,6092.01
White,6092.02
White,6093.0
White,6094.0
White,6095.0
White,6096.01
White,6096.02
White,6096.03
White,6097.0
White,6098.0
White,6099.0
White,6100.0
White,6101.0
Some Other Race,6102.01
White,6102.02
Some Other Race,6102.03
White,6103.02
Asian,6103.03
White,6103.04
Some Other Race,6104.0
Some Other Race,6105.0
Some Other Race,6106.01
White,6106.02
White,6107.0
Some Other Race,6108.0
White,6109.01
White,6109.02
White,6110.0
White,6111.0
White,6112.0
White,6113.0
White,6114.0
White,6115.0
White,6116.0
Some Other Race,6117.0
Some Other Race,6118.0
Some Other Race,6119.01
Some Other Race,6119.02
Some Other Race,6120.01
Some Other Race,6120.02
Some Other Race,6121.01
Some Other Race,6121.02
White,6125.0
White,6126.0
White,6127.0
White,6128.0
White,6129.0
White,6130.0
White,6132.0
White,6133.0
White,6134.0
White,6135.01
White,6135.02
White,6136.0
White,6137.01
White,6137.02
White,6138.0
White,6139.0
Asian,6140.0
White,1.01
White,1.02
White,1.03
White,2.01
White,2.02
White,3.01
White,3.02
White,4.0
White,5.01
White,5.02
White,6.0
White,7.0
Some Other Race,8.01
White,8.05
Some Other Race,8.06
White,9.0
White,10.01
White,10.02
White,11.01
Some Other Race,11.02
White,12.03
White,12.06
White,12.08
White,13.06
White,13.07
White,13.08
White,14.03
White,14.04
White,15.0
White,16.01
White,16.04
White,17.04
White,17.06
White,18.0
White,19.05
White,19.07
White,19.08
White,19.09
White,19.1
White,19.11
White,19.12
White,20.05
White,20.06
White,20.08
White,20.09
White,20.1
White,20.11
White,20.12
White,20.13
White,20.14
White,20.15
Some Other Race,21.01
White,21.02
Some Other Race,21.03
Some Other Race,22.05
Some Other Race,22.06
Some Other Race,22.09
Some Other Race,22.1
White,22.11
Some Other Race,23.03
Some Other Race,23.04
Some Other Race,23.07
White,23.08
Some Other Race,23.09
Some Other Race,23.1
Some Other Race,24.05
Some Other Race,24.06
Some Other Race,24.07
Some Other Race,24.08
Some Other Race,24.09
Some Other Race,24.1
Some Other Race,25.03
Some Other Race,25.04
White,27.03
White,27.05
Some Other Race,27.06
White,27.07
White,27.08
White,27.09
Some Other Race,27.1
White,28.02
White,28.06
White,28.08
White,28.09
White,29.06
White,29.07
White,29.09
White,29.13
White,29.14
White,29.24
White,29.26
White,29.32
White,29.33
White,29.34
White,29.35
White,29.36
White,29.37
White,30.01
White,30.04
White,30.05
White,30.07
White,31.02
White,9800.0
White,9801.0
White,9802.0
Asian,9803.0
White,9804.0
White,9805.0
Some Other Race,5001.0
White,5002.0
White,5003.0
White,5004.0
White,5005.0
White,5006.0
White,5008.0
Asian,5009.01
White,5009.02
Some Other Race,5010.0
White,5011.01
Some Other Race,5011.02
Some Other Race,5012.0
White,5013.0
Some Other Race,5014.01
Some Other Race,5014.02
Some Other Race,5015.01
Some Other Race,5015.02
White,5016.01
Some Other Race,5016.02
Some Other Race,5017.0
White,5018.0
White,5019.01
White,5019.02
White,5020.01
Some Other Race,5020.02
White,5021.01
White,5021.03
White,5021.04
White,5022.02
White,5022.03
Some Other Race,5022.04
White,5023.01
White,5023.02
White,5024.0
White,5025.0
White,5026.01
White,5026.03
White,5026.04
White,5027.01
White,5027.03
White,5027.04
White,5028.0
White,5029.01
White,5029.02
White,5029.03
White,5029.06
White,5029.07
White,5029.08
White,5029.09
White,5029.1
White,5030.01
White,5030.02
White,5030.03
Asian,5031.05
Some Other Race,5031.1
Asian,5031.11
Some Other Race,5031.12
Some Other Race,5031.13
Asian,5031.16
Asian,5031.17
Asian,5031.18
Some Other Race,5031.21
Asian,5031.22
Some Other Race,5031.23
Some Other Race,5031.24
White,5031.25
Asian,5031.26
Asian,5031.27
Asian,5032.07
Some Other Race,5032.08
Asian,5032.1
Asian,5032.11
Asian,5032.12
Asian,5032.13
Some Other Race,5032.17
Some Other Race,5032.18
Asian,5032.19
Some Other Race,5032.2
Asian,5032.21
Asian,5032.22
Asian,5033.04
Asian,5033.05
Asian,5033.06
Asian,5033.12
Asian,5033.13
Asian,5033.15
Asian,5033.21
Asian,5033.22
Asian,5033.23
Asian,5033.24
Asian,5033.25
Asian,5033.26
Asian,5033.27
Asian,5033.29
Asian,5033.3
Asian,5033.31
White,5033.32
Asian,5033.33
Asian,5033.36
Asian,5033.37
Asian,5033.38
Asian,5033.39
Some Other Race,5034.01
Some Other Race,5034.02
Some Other Race,5035.04
Some Other Race,5035.06
Some Other Race,5035.07
Some Other Race,5035.08
Some Other Race,5035.09
Some Other Race,5035.1
Asian,5035.11
Some Other Race,5036.01
Some Other Race,5036.02
Some Other Race,5037.03
Asian,5037.07
Asian,5037.08
Asian,5037.09
Some Other Race,5037.1
Some Other Race,5037.11
Asian,5037.12
Some Other Race,5037.13
Asian,5038.02
Asian,5038.03
Asian,5038.04
Some Other Race,5039.02
Asian,5039.03
Some Other Race,5040.01
Some Other Race,5040.02
Some Other Race,5041.01
Some Other Race,5041.02
White,5042.01
White,5042.02
Asian,5043.07
Asian,5043.08
Asian,5043.11
Asian,5043.14
Asian,5043.15
Asian,5043.16
Asian,5043.17
Asian,5043.18
Asian,5043.19
Asian,5043.2
Asian,5043.21
Asian,5043.22
Asian,5043.23
Asian,5044.1
Asian,5044.11
Asian,5044.12
Asian,5044.13
Asian,5044.14
Asian,5044.15
Asian,5044.16
Asian,5044.18
Asian,5044.21
Asian,5044.22
Asian,5044.23
Asian,5044.24
Asian,5045.05
Asian,5045.06
Asian,5045.07
Asian,5045.08
Asian,5045.09
Asian,5045.1
White,5046.01
Some Other Race,5046.02
White,5047.0
Asian,5048.02
White,5048.05
Asian,5048.06
Asian,5048.07
Some Other Race,5048.08
Asian,5049.02
Asian,5049.03
Asian,5050.06
Asian,5050.07
Asian,5050.1
Asian,5050.11
Asian,5050.12
Asian,5050.13
Asian,5050.14
Asian,5050.15
Asian,5051.0
Asian,5052.02
White,5052.03
Asian,5053.01
Asian,5053.02
Asian,5053.03
Asian,5053.04
Asian,5053.05
Asian,5054.01
Asian,5054.02
Asian,5054.03
White,5055.0
White,5056.0
White,5057.0
White,5058.0
Asian,5059.01
White,5059.02
White,5060.0
White,5061.01
Asian,5061.02
Asian,5061.03
Asian,5062.02
Asian,5062.03
Asian,5062.04
White,5063.01
White,5063.02
Asian,5063.04
Some Other Race,5063.05
White,5064.01
White,5064.02
White,5065.02
White,5065.03
Some Other Race,5065.04
Some Other Race,5065.05
White,5066.01
White,5066.03
White,5066.04
White,5066.05
White,5066.06
White,5067.01
White,5067.02
White,5067.03
White,5068.01
White,5068.02
White,5068.03
White,5068.04
White,5069.0
White,5070.02
White,5070.03
White,5070.04
White,5071.0
White,5072.03
White,5072.05
White,5072.06
Asian,5073.01
White,5073.02
Asian,5074.01
White,5074.02
Asian,5075.0
Asian,5076.0
Asian,5077.01
Asian,5077.02
Asian,5077.04
Asian,5077.05
Asian,5078.05
Asian,5078.06
Asian,5078.07
Asian,5078.08
Asian,5079.03
Asian,5079.04
Asian,5079.05
Asian,5079.06
Asian,5080.03
Asian,5080.04
Asian,5080.05
Asian,5080.06
Asian,5081.01
Asian,5081.02
Asian,5082.03
Asian,5082.04
Asian,5082.05
Asian,5082.06
Asian,5083.01
Asian,5083.03
Asian,5083.05
Asian,5083.06
Asian,5084.01
White,5084.03
Asian,5084.04
Asian,5085.03
Asian,5085.05
Asian,5085.07
Asian,5085.08
Asian,5085.09
Asian,5085.1
Asian,5086.01
Asian,5086.02
Asian,5087.05
Asian,5087.06
Asian,5087.07
Asian,5087.08
Asian,5088.0
Asian,5089.0
Some Other Race,5090.01
Asian,5090.02
Asian,5091.02
Asian,5091.06
Asian,5091.07
Asian,5091.08
Asian,5091.09
Asian,5091.1
White,5091.11
White,5092.01
White,5092.02
White,5093.02
White,5093.03
Asian,5093.04
White,5094.01
White,5094.03
Asian,5094.04
White,5095.0
White,5096.0
White,5097.0
White,5098.01
White,5098.02
White,5099.01
White,5099.02
White,5100.01
White,5100.02
White,5101.0
White,5102.0
White,5103.0
White,5104.0
White,5105.0
White,5106.0
Asian,5107.0
Asian,5108.01
White,5108.02
Asian,5108.03
White,5109.0
Asian,5110.0
White,5111.0
White,5112.0
White,5113.01
White,5113.02
White,5114.0
White,5115.01
White,5115.02
White,5116.08
White,5116.09
White,5117.01
White,5117.02
White,5117.04
White,5117.05
White,5117.07
White,5118.0
White,5119.05
Asian,5119.07
White,5119.1
White,5119.11
Asian,5119.12
White,5119.13
White,5119.14
White,5119.15
White,5119.16
Asian,5119.17
White,5119.18
Asian,5120.01
White,5120.05
Asian,5120.19
Asian,5120.21
Asian,5120.22
Some Other Race,5120.23
White,5120.24
White,5120.25
White,5120.26
White,5120.27
White,5120.29
White,5120.3
White,5120.31
White,5120.32
White,5120.34
White,5120.35
White,5120.36
White,5120.37
Asian,5120.38
Asian,5120.39
Asian,5120.42
Some Other Race,5120.43
White,5120.45
White,5120.47
White,5120.52
White,5120.53
Asian,5120.54
Asian,5120.55
Some Other Race,5120.56
Asian,5120.57
Asian,5120.58
White,5120.59
White,5121.0
White,5122.0
White,5123.05
White,5123.07
White,5123.08
White,5123.09
White,5123.1
White,5123.11
White,5123.12
White,5123.13
White,5123.14
White,5124.01
White,5124.02
Some Other Race,5125.05
White,5125.09
White,5125.1
White,5125.11
Some Other Race,5125.12
Some Other Race,5125.13
Some Other Race,5125.14
White,5125.15
White,5125.16
White,5126.02
Some Other Race,5126.03
Some Other Race,5126.04
White,5130.0
White,5135.0
White,1001.0
White,1002.0
White,1003.0
White,1004.0
White,1005.0
White,1006.0
White,1007.0
White,1008.01
White,1008.02
White,1009.0
White,1010.01
White,1010.02
White,1011.0
White,1012.0
Some Other Race,1101.01
Some Other Race,1101.02
Some Other Race,1102.01
Some Other Race,1102.02
Some Other Race,1103.01
Some Other Race,1103.02
Some Other Race,1104.01
Some Other Race,1104.02
Some Other Race,1105.03
Some Other Race,1105.04
Some Other Race,1105.05
Some Other Race,1105.06
Some Other Race,1106.01
Some Other Race,1106.02
Some Other Race,1107.0
White,1202.0
White,1203.01
White,1203.02
White,1204.0
White,1205.0
White,1206.0
White,1207.0
White,1208.0
White,1209.01
White,1209.02
White,1210.0
White,1211.0
White,1212.0
White,1213.0
White,1214.01
White,1214.02
White,1214.03
White,1215.01
White,1215.02
White,1216.01
White,1216.02
White,1217.01
White,1217.02
White,1218.01
White,1218.02
White,1220.01
White,1220.02
White,1220.04
White,1220.05
White,1221.0
White,1222.02
White,1222.03
White,1222.04
White,1222.05
White,1223.0
White,1224.01
White,1224.02
Some Other Race,1225.0
White,1231.0
Some Other Race,1233.0
White,101.0
White,102.0
White,103.0
White,104.0
White,105.0
White,106.01
White,106.02
White,106.03
White,107.02
White,107.03
White,107.04
White,108.03
White,108.04
White,108.05
White,108.06
White,108.07
White,109.0
White,110.01
White,110.02
White,111.0
White,112.09
White,113.0
White,114.01
White,114.02
White,114.03
White,115.01
White,115.02
White,116.0
White,117.01
White,117.02
White,117.03
White,118.01
White,118.02
White,118.03
White,119.0
White,120.0
White,121.01
White,121.02
White,122.0
White,123.01
White,123.02
White,123.03
White,124.0
White,125.0
White,126.03
White,126.04
White,126.05
White,126.06
White,127.01
White,127.02
White,100.0
White,1.0
White,2.0
White,3.0
White,6.0
White,7.01
White,7.02
White,7.03
White,8.0
White,9.01
White,9.02
White,10.01
White,10.02
White,10.03
White,11.0
White,12.0
White,13.0
Asian,2501.03
Asian,2501.04
Asian,2501.05
Asian,2501.06
White,2502.0
White,2503.0
White,2504.0
White,2505.01
White,2505.02
Some Other Race,2506.01
Asian,2506.04
Asian,2506.05
Some Other Race,2507.01
White,2508.01
Black or African American,2509.0
White,2510.0
Some Other Race,2511.0
Some Other Race,2512.0
White,2513.0
White,2514.0
Some Other Race,2515.0
White,2516.0
White,2517.01
Black or African American,2517.02
Asian,2518.02
Some Other Race,2518.03
Asian,2518.04
Black or African American,2519.01
Some Other Race,2519.02
Black or African American,2519.03
White,2520.0
White,2521.02
Asian,2521.03
White,2521.04
White,2521.05
White,2521.06
White,2521.07
White,2521.08
White,2522.03
White,2522.04
Asian,2522.05
White,2522.06
White,2523.05
White,2523.06
White,2523.1
White,2523.11
White,2523.12
White,2523.13
White,2523.14
White,2523.15
White,2523.16
Asian,2523.17
Some Other Race,2524.01
Some Other Race,2524.02
Some Other Race,2525.01
White,2525.02
White,2526.04
Some Other Race,2526.05
Some Other Race,2526.06
Some Other Race,2526.07
Some Other Race,2526.08
White,2526.1
Black or African American,2526.11
White,2527.02
White,2527.03
White,2527.04
White,2527.05
White,2527.06
White,2527.07
White,2528.01
White,2528.02
White,2529.03
White,2529.04
White,2529.08
White,2529.09
White,2529.1
White,2529.11
White,2529.12
White,2529.13
White,2529.14
White,2529.15
Black or African American,2530.0
White,2531.01
White,2531.05
White,2531.06
White,2531.07
White,2531.08
White,2532.01
White,2532.03
White,2532.05
White,2532.06
White,2532.07
White,2532.08
White,2533.0
White,2534.02
White,2534.03
White,2534.04
White,2535.01
White,2535.02
Black or African American,9800.0
White,1501.0
White,1502.03
White,1502.04
White,1502.05
White,1502.06
White,1503.03
White,1503.04
White,1503.05
White,1503.06
White,1505.01
White,1505.02
White,1506.01
White,1506.02
White,1506.03
White,1506.07
White,1506.09
White,1506.1
White,1506.11
White,1506.12
White,1507.01
White,1507.02
White,1508.0
White,1509.01
White,1509.02
White,1510.0
White,1511.0
White,1512.03
White,1512.04
White,1512.05
White,1512.06
White,1513.01
White,1513.05
White,1513.06
White,1513.07
White,1513.08
White,1513.09
White,1513.1
White,1513.11
White,1514.03
Some Other Race,1514.04
Some Other Race,1514.05
White,1514.06
White,1515.03
White,1515.04
White,1515.05
White,1515.06
White,1516.01
White,1516.02
White,1517.01
White,1517.02
White,1518.0
White,1519.0
White,1520.0
White,1521.0
White,1522.01
White,1522.03
White,1522.04
White,1522.05
White,1523.0
White,1524.01
White,1524.02
White,1525.01
White,1525.02
White,1526.01
White,1526.02
White,1527.01
White,1527.02
White,1528.01
White,1528.03
White,1528.04
Some Other Race,1529.03
White,1529.04
White,1529.05
White,1529.06
White,1530.01
White,1530.02
White,1530.03
White,1530.05
White,1530.06
Some Other Race,1531.02
Some Other Race,1531.03
Some Other Race,1531.04
White,1532.01
Some Other Race,1532.02
White,1533.01
White,1533.02
White,1534.03
White,1534.04
White,1534.05
White,1534.06
White,1535.01
White,1535.02
White,1536.01
White,1536.02
White,1537.05
White,1537.07
White,1537.08
White,1537.09
White,1537.1
White,1537.11
White,1537.12
White,1538.04
White,1538.06
White,1538.07
White,1538.08
White,1538.09
White,1538.1
White,1538.11
White,1539.02
White,1539.03
White,1539.04
White,1539.05
White,1540.0
White,1541.0
White,1542.01
White,1542.02
White,1543.04
White,1543.05
White,1543.06
White,1543.07
White,1543.08
White,1.01
White,1.02
White,2.01
White,2.02
White,2.04
White,2.05
White,3.01
White,3.02
White,3.03
Some Other Race,3.04
White,4.03
White,4.04
White,4.05
White,4.06
White,4.07
White,5.01
White,5.03
White,5.05
White,5.06
White,5.11
White,5.12
White,5.13
